submitted_name,normalized_name,proposed_formula,matched_existing_object,match_type,ev_state,hold_kind,failure_class,final_disposition,blocker_subtype,residual_home,confidence,source,note,object_type,evidence_state,blocker_id,owner
Toe set os Double Over Downing Osis,toesetosdoubleoverdowningosis,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Toe set os Triple Over Down,toesetostripleoverdown,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Toe set ss Triple Over Down,toesetsstripleoverdown,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Toe Stall dragged from Xbd position,toestalldraggedfromxbdposition,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,malformed,none,,mechanical
Triple ATW in-out,tripleatwinout,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Triple ATW out-in,tripleatwoutin,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Triple Reverse ATW,triplereverseatw,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
triple-dex ATW,tripledexatw,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Twinspinning (nuclear inspinning),twinspinningnuclearinspinning,,,,folk,folk,folk-name-opacity,F,,,medium,FB,section=folk intake=low_confidence,set-operator,folk-name-only,,mechanical
Twisting near Toe,twistingneartoe,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
UNS set,unsset,,,,folk,folk,folk-name-opacity,F,,,medium,FB,section=folk intake=low_confidence,generic-term,folk-name-only,,mechanical
Warped DLO,warpeddlo,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Whipping Osis,whippingosis,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Whirlwind Swirl,whirlwindswirl,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Wiggle Butterfly,wigglebutterfly,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Xbd Outside Stall,xbdoutsidestall,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Xbd Sole Stall,xbdsolestall,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Your Mom,yourmom,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Your Sister,yoursister,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Zulu Le Loup,zululeloup,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Spinning far Miraging Symp. Miraging Refraction,spinningfarmiragingsympmiragingrefraction,,,,doctrine,doctrine,,C,doctrine:repeated_operator,,high,PB,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,Q04,james+red
Diving DDD (Down River),divingddddownriver,,down_diver,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Far Butterfly (Infinity),farbutterflyinfinity,,butterfly,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Floating Butterfly (Floatation),floatingbutterflyfloatation,,floatation,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Surging ss Osis (Nobius),surgingssosisnobius,,surging_same_side_osis,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Atomic Legover (Egg Plant),atomiclegovereggplant,,eggbeater,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Atomic Mirage (Atom Smasher),atomicmirageatomsmasher,,atom_smasher,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Fairy DLO (ss),fairydloss,,fairy_double_leg_over_same_side,name-or-alias-resolution,alias,alias,,A,,,high,PB,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Fear (Fairy Mirage),fearfairymirage,,fairy_mirage,name-or-alias-resolution,alias,alias,,A,,,high,FB,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Fudge (Fairy Illusion),fudgefairyillusion,,fairy_illusion,name-or-alias-resolution,alias,alias,,A,,,high,FB,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Gyro Torque (Mobius),gyrotorquemobius,,mobius,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Gyro Torque Screw (Moby Dick),gyrotorquescrewmobydick,,moby_dick,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Pandora (Spyro Pickup),pandoraspyropickup,,pandora,name-or-alias-resolution,alias,alias,,A,,,high,FB,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Paralax (Spyro Legover),paralaxspyrolegover,,parallax,name-or-alias-resolution,alias,alias,,A,,,high,FB,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Miraging Pincher (Stepping op Squeeze),miragingpinchersteppingopsqueeze,,miraging_pincher,name-or-alias-resolution,alias,alias,,A,,,high,FB,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Paradox Miraging Symposium Eggbeater (Armageddon),paradoxmiragingsymposiumeggbeaterarmageddon,,armageddon,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Symposium DDD (Shaft),symposiumdddshaft,,shaft,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Double Swirl (Ripstein),doubleswirlripstein,,ripstein,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Neutron Torque (Irish Cream),neutrontorqueirishcream,,irish_cream,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Splicing ss Blender (Liquifier),splicingssblenderliquifier,,liquifier,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Illusioning Flail (Toe Massacre),illusioningflailtoemassacre,,atomic_flail,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Illusioning Osis (Flux),illusioningosisflux,,flux,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious Eggbeater (Clown Face),furiouseggbeaterclownface,,clown_face,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious Illusion (Fission),furiousillusionfission,,barraging_illusion,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious Mirage (Fury),furiousmiragefury,,barraging_mirage,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger) ruled=james-session-1-2026-07-14-resolve=barraging_mirage-fury-gloss-erroneous-fury-carries-paradox,complete-trick,compositional-name-only,,mechanical
Nuclear ss Butterfly (Barfry),nuclearssbutterflybarfry,,barfry,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Nuclear ss Dyno (Godzilla),nuclearssdynogodzilla,,nuclear_dyno,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Shooting DDD (Shooting Star),shootingdddshootingstar,,shooting_star,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Shooting Eggbeater (Red Wetter),shootingeggbeaterredwetter,,redwetter,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious Symposium Eggbeater (Walrus),furioussymposiumeggbeaterwalrus,,barraging_symposium_eggbeater,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious Symposium Mirage (Rage),furioussymposiummiragerage,,rage,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Illusioning Symposium Mirage (Slaughter),illusioningsymposiummirageslaughter,,atomic_symposium_mirage,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Nuclear Osis (Nucleosis) (Aeon Flux) (Paradox Flux),nuclearosisnucleosisaeonfluxparadoxflux,,aeon_flux,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious Butterfly Swirl (Tsunami),furiousbutterflyswirltsunami,,barraging_butterfly_swirl,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious DLO (Nebula),furiousdlonebula,,nebula,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Furious Whirl (Genesis),furiouswhirlgenesis,,genesis,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Nuclear ss Whirl (Hurl),nuclearsswhirlhurl,,hurl,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
S&M Smasher,smsmasher,,,,folk,folk,,F,,,high,FM,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),observational-name,folk-name-only,,none
Super Ego,superego,,,,folk,folk,,F,,,high,FM,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),observational-name,folk-name-only,,none
Neutron Drifter (Irish Spring) (Tapping Gyro Drifter),neutrondrifteririshspringtappinggyrodrifter,,irish_spring,name-or-alias-resolution,alias,alias,,A,,,high,SG,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,,mechanical
Symple Reverse Swirl (far),symplereverseswirlfar,,,,doctrine,doctrine,,C,undefined-operator:symple,,high,FM,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,Q02,james+red
Symple Swirl (far),sympleswirlfar,,,,doctrine,doctrine,,C,undefined-operator:symple,,high,FM,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),complete-trick,compositional-name-only,Q02,james+red
Torquescrew,torquescrew,,,,folk,folk,,F,,,high,FM,appended=ev-restructure-2026-07-14 (audited name previously absent from the ledger),observational-name,folk-name-only,,none
Inspinning Same Side Illusion,inspinningsamesideillusion,,inspinning_same_side_illusion,promoted-canonical,canonical,canonical,,A,,,high,external,appended=ev-restructure-2026-07-14 external-db-row slug=inspinning_same_side_illusion promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Inspinning Same Side Mirage,inspinningsamesidemirage,,inspinning_same_side_mirage,promoted-canonical,canonical,canonical,,A,,,high,external,appended=ev-restructure-2026-07-14 external-db-row slug=inspinning_same_side_mirage promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Spyro Illusion,spyroillusion,,,,doctrine,doctrine,,C,,,high,external,appended=ev-restructure-2026-07-14 external-db-row slug=spyro_illusion,complete-trick,compositional-name-only,Q14,james+red
