submitted_name,normalized_name,proposed_formula,matched_existing_object,match_type,ev_state,hold_kind,failure_class,final_disposition,blocker_subtype,residual_home,confidence,source,note,object_type,evidence_state,blocker_id,owner
Paradon Reverse Swirl,paradonreverseswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Paradox Delusion,paradoxdelusion,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Paradox Dragster,paradoxdragster,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Paradox Merlin,paradoxmerlin,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Paradox Swifter,paradoxswifter,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Paradox Toxic,paradoxtoxic,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pdx Dada Curve,pdxdadacurve,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pdx. Merlin,pdxmerlin,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pdx. Toxic,pdxtoxic,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie Blacula,pixieblacula,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie Ducking Spinning Toe,pixieduckingspinningtoe,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie Grifter,pixiegrifter,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie Inspinning,pixieinspinning,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FB,section=parser intake=low_confidence,set-operator,not-applicable,,mechanical
Pixie Massacre,pixiemassacre,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie Merlin,pixiemerlin,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie Pinching,pixiepinching,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FB,section=parser intake=low_confidence,complete-trick,not-applicable,,mechanical
Pixie ss Clipper,pixiessclipper,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie ss Da Da Curve,pixiessdadacurve,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie ss Double Switchover,pixiessdoubleswitchover,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Pixie ss Grifter,pixiessgrifter,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Ripwalk Swirl,ripwalkswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Sailing Gyro Pickup,sailinggyropickup,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Sailing ss Butterfly,sailingssbutterfly,,sailing_butterfly_same_side,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Sailing ss Double Legover,sailingssdoublelegover,,sailing_double_leg_over_same_side,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Sailing ss Illusion,sailingssillusion,,sailing_illusion_same_side,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Sailing ss Legover,sailingsslegover,,sailing_legover_same_side,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Sailing ss Mirage,sailingssmirage,,sailing_mirage_same_side,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Sailing ss Pickup,sailingsspickup,,sailing_pickup_same_side,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Sailing Symposium Mirage,sailingsymposiummirage,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Sidewalk Swirl,sidewalkswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spinning Ducking far Symp.Torque,spinningduckingfarsymptorque,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spinning far Motion,spinningfarmotion,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spinning Flapper,spinningflapper,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spinning Motion,spinningmotion,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spinning Swivel,spinningswivel,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spyro Diving Symposium Whirl,spyrodivingsymposiumwhirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spyro Nova,spyronova,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spyro Symple Drifter,spyrosympledrifter,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Spyro Symposium Mirage,spyrosymposiummirage,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping Baroque,steppingbaroque,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping Butterfly Reverse Swirl,steppingbutterflyreverseswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping DDD (Blurrier),steppingdddblurrier,,blurrier,name-or-alias-resolution,alias,alias,ambiguous-terminal-mechanic,A,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence requeue=ev-restructure-2026-07-14-live-identity-resolution,complete-trick,compositional-name-only,,mechanical
Stepping Ducking Far Butterfly Swirl,steppingduckingfarbutterflyswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping Ducking far Grifter,steppingduckingfargrifter,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping Ducking Far Motion,steppingduckingfarmotion,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping Ducking far Swivel,steppingduckingfarswivel,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping far Clipper,steppingfarclipper,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping far DLO,steppingfardlo,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping Far Motion,steppingfarmotion,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,MULTI,section=parser intake=unresolved_candidate,complete-trick,compositional-name-only,Q07,james+red
Stepping Grifter,steppinggrifter,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Stepping Massacre,steppingmassacre,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Surging Butterfly Swirl,surgingbutterflyswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Swirling,swirling,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FB,section=parser intake=low_confidence,set-operator,not-applicable,,mechanical
Swirling Gyro Inside Stall,swirlinggyroinsidestall,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symp. Butterfly Swirl,sympbutterflyswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symp. DDD,sympddd,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symp. DLO,sympdlo,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symp. Marius,sympmarius,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symp. Swirling Gyro Inside,sympswirlinggyroinside,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symp. Tomahwak,symptomahwak,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symposium Baroque,symposiumbaroque,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symposium Bubba Barfly,symposiumbubbabarfly,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symposium Bubba Mirage,symposiumbubbamirage,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Symposium Whirling Flapper,symposiumwhirlingflapper,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Toe Spinning Toe,toespinningtoe,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,none,Q14,james+red
Torque Dyno,torquedyno,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Triple Pixie,triplepixie,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Whirling,whirling,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FB,section=parser intake=low_confidence,set-operator,not-applicable,,mechanical
Whirling near Whip,whirlingnearwhip,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Whirling Spitfire,whirlingspitfire,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Alpine Magellan,alpinemagellan,,,,parser,parser,unresolved-directional-syntax,C,parser:unresolved-directional-syntax,Notation paper,medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q08,james+red
Alpine Paste,alpinepaste,,,,parser,parser,unresolved-directional-syntax,C,parser:unresolved-directional-syntax,Notation paper,medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q08,james+red
Alpine Pigbeater,alpinepigbeater,,,,parser,parser,unresolved-directional-syntax,C,parser:unresolved-directional-syntax,Notation paper,medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q08,james+red
Alpine Smog,alpinesmog,,,,parser,parser,unresolved-directional-syntax,C,parser:unresolved-directional-syntax,Notation paper,medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q08,james+red
Alpine Smudge,alpinesmudge,,,,parser,parser,unresolved-directional-syntax,C,parser:unresolved-directional-syntax,Notation paper,medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q08,james+red
Atomic Ducking Double Legover,atomicduckingdoublelegover,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Clipper set Double Mirage,clippersetdoublemirage,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Bubba,doublebubba,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Drifter,doubledrifter,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Dyno,doubledyno,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Guay,doubleguay,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Reverse Guay,doublereverseguay,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Reverse Swirl,doublereverseswirl,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Spinning Rake,doublespinningrake,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Torque,doubletorque,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Double Twirl,doubletwirl,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
double-dex Butterfly,doubledexbutterfly,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
double-dex Illusion,doubledexillusion,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
double-dex Legover,doubledexlegover,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
double-dex Mirage,doubledexmirage,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
double-dex Swirl,doubledexswirl,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
double-dex Torque,doubledextorque,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
double-dex Whirl,doubledexwhirl,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
triple-dex Legover,tripledexlegover,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
triple-dex Mirage,tripledexmirage,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
triple-dex Swirl,tripledexswirl,,,,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q03,james+red
Arctic Butterfly,arcticbutterfly,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:arctic,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Arctic Whirl,arcticwhirl,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:arctic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Flailing Butterfly,flailingbutterfly,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:flailing,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Flailing Symposium Mirage,flailingsymposiummirage,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:flailing,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Butterfly Flapper,butterflyflapper,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:flapper,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Floating Mirage,floatingmirage,,floating_mirage,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:floating,Scoring paper,high,SG,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Frantic Butterfly,franticbutterfly,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Frantic Flail,franticflail,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Frantic Illusion,franticillusion,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Frantic Mirage,franticmirage,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Frantic Pickup,franticpickup,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Frootie Illusion,frootieillusion,,,,undefined_operator,frootie,unknown-modifier-token,C,undefined-operator:frootie,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Frootie Legover,frootielegover,,,,undefined_operator,frootie,unknown-modifier-token,C,undefined-operator:frootie,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Frootie Mirage,frootiemirage,,,,undefined_operator,frootie,unknown-modifier-token,C,undefined-operator:frootie,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fusing Butterfly,fusingbutterfly,,,,undefined_operator,fusing,unknown-modifier-token,C,undefined-operator:fusing,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fusing Legover,fusinglegover,,,,undefined_operator,fusing,unknown-modifier-token,C,undefined-operator:fusing,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fusing Mirage,fusingmirage,,,,undefined_operator,fusing,unknown-modifier-token,C,undefined-operator:fusing,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fusing Pickup,fusingpickup,,,,undefined_operator,fusing,unknown-modifier-token,C,undefined-operator:fusing,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fusing ss Illusion,fusingssillusion,,,,undefined_operator,fusing,unknown-modifier-token,C,undefined-operator:fusing,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fusing ss Mirage,fusingssmirage,,,,undefined_operator,fusing,unknown-modifier-token,C,undefined-operator:fusing,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fyro Double Legover,fyrodoublelegover,,,,undefined_operator,fyro,unknown-modifier-token,C,undefined-operator:fyro,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fyro Mirage,fyromirage,,,,undefined_operator,fyro,unknown-modifier-token,C,undefined-operator:fyro,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Fyro Torque,fyrotorque,,,,undefined_operator,fyro,unknown-modifier-token,C,undefined-operator:fyro,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Leaning Osis,leaningosis,,,,undefined_operator,leaning,unknown-modifier-token,C,undefined-operator:leaning,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Leaning ss Mirage,leaningssmirage,,,,undefined_operator,leaning,unknown-modifier-token,C,undefined-operator:leaning,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Leaning Torque,leaningtorque,,,,undefined_operator,leaning,unknown-modifier-token,C,undefined-operator:leaning,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Neutron Double Legover,neutrondoublelegover,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:neutron,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Neutron Mirage,neutronmirage,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:neutron,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Phasing Blender,phasingblender,,,,undefined_operator,phasing,unknown-modifier-token,C,undefined-operator:phasing,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Phasing near Swirl,phasingnearswirl,,,,undefined_operator,phasing,unknown-modifier-token,C,undefined-operator:phasing,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Phasing Pickup,phasingpickup,,,,undefined_operator,phasing,unknown-modifier-token,C,undefined-operator:phasing,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
