canonical_slug,canonical_display_name,frontier_tier,frontier_failures,recommended_action,raw_source_count,source_family_count,source_families,source_systems,in_canonical_db,canonical_publication_status,canonical_official_add,canonical_has_notation,canonical_has_op_notation,notation_source_count,notation_canonical,notation_fm,notation_fborg,notation_passback,notation_stanford,notation_internal_ts,parser_status,per_family_add_claims,add_claim_min,add_claim_max,add_claim_spread,doctrine_divergence_tier,composite_modifier_flag
barrage,barrage,1_safest,,publish_as_is,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,0,1,5,CLIP > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],Clip >> Op In (DEX) > Same In (DEX) >> Op Toe (DEL),SET > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],double-dex Mirage,*.-1+1-Z,,parser-clean,canonical=3;fborg=3;fm=3;passback=2;stanford=3,2,3,1,small,0
reaper,reaper,1_safest,,backfill_canonical_op_notation,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,0,0,4,,Clip >> Same Out (DEX) >> Same Out (DEX) > Same Toe (DEL),CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL].,Clipper far DSO,X.+0+0+Z,,parser-clean,canonical=3;fborg=3;fm=3;passback=2;stanford=3,2,3,1,small,0
around-the-world,around the world,1_safest,,backfill_canonical_op_notation,6,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,2,1,0,5,ATW,TOE > SAME IN/OUT [DEX] > SAME TOE [DEL],TOE > SAME IN/OUT [DEX] > SAME TOE [DEL],toe>ss leggy in dex>ss toe,Z.+1+Z,,parser-clean,canonical=2;fborg=2;fm=2;passback=1;stanford=2,1,2,1,small,0
double-over-down,,1_safest,,promote_with_notation,6,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],,Z.+0+0-X,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,0
down-double-down,,1_safest,,promote_with_notation,6,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),CLIP > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],,X.-0+0-X,Clip >> Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,0
eggbeater,eggbeater,1_safest,,backfill_canonical_op_notation,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,0,0,3,,Toe >> Op Out (DEX) > Op Out (DEX) > Same Toe (DEL),,(downtime) Illusioning Legover,Z.-0-0+Z,,parser-clean,canonical=3;fm=3;passback=2;stanford=3,2,3,1,small,0
flurry,flurry,1_safest,,backfill_canonical_op_notation,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,0,0,3,,Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),,(midtime) Barraging far Legover,X.-1+1-0+Z,,parser-clean,canonical=4;fm=4;passback=3;stanford=4,3,4,1,small,0
inspinning-butterfly,,1_safest,,promote_with_notation,6,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,inspinning(+1) + butterfly(3) --> 4 ADDs,CLIP > (front) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],,X./+0-X,,parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,0
paradox-barrage,paradox-barrage,1_safest,,backfill_canonical_op_notation,6,5,"canonical,fborg,fm,internal_ts,stanford","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",1,canonical_active,4,0,0,4,,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL],CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL],,X.+1+1-Z,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL],parser-clean,canonical=4;fborg=4;fm=4;stanford=4,4,4,0,none,0
paradox-blizzard,paradox-blizzard,1_safest,,backfill_canonical_op_notation,6,5,"canonical,fborg,fm,internal_ts,stanford","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",1,canonical_active,4,0,0,4,,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL].,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL].,,X+1.-0-Z,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL].,parser-clean,canonical=4;fborg=4;fm=4;stanford=5,4,5,1,small,0
paste,paste,1_safest,,publish_as_is,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,1,4,TOE > SAME IN [DEX] >> OP IN [DEX] > SAME TOE [DEL],Toe > Same In (DEX) >> Op In (DEX) > Same Toe (DEL),,Pixie far Pickup,Z+1.-1+Z,,parser-clean,canonical=3;fm=3;passback=2;stanford=3,2,3,1,small,0
pickup,pickup,1_safest,,backfill_canonical_op_notation,6,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,2,1,0,5,PICKUP,SET > OP IN [DEX] > SAME TOE [DEL],SET > OP IN [DEX] > SAME TOE [DEL],(downtime) leggy in dex>ss toe,*.-1+Z,,parser-clean,canonical=2;fborg=2;fm=2;passback=1;stanford=2,1,2,1,small,0
smear,smear,1_safest,,backfill_canonical_op_notation,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,4,PIXIE MIRAGE,Toe > Same In (DEX) >> Op In (DEX) > Op Toe (DEL),,Pixie Mirage,Z+1.-1-Z,,parser-clean,canonical=3;fm=3;passback=2;stanford=3,2,3,1,small,0
smog,smog,1_safest,,backfill_canonical_op_notation,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,4,PIXIE DLO,Toe > Same In (DEX) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),,Pixie far DLO,Z+1.-1-0+Z,,parser-clean,canonical=4;fm=4;passback=3;stanford=4,3,4,1,small,0
smudge,smudge,1_safest,,backfill_canonical_op_notation,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,4,PIXIE ILLUSION,Toe > Same In (DEX) > Op Out (DEX) > Op Toe (DEL),,Pixie Illusion,Z+1.-0-Z,,parser-clean,canonical=3;fm=3;passback=2;stanford=3,2,3,1,small,0
symposium-eggbeater,,1_safest,,promote_with_notation,6,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,symposium(+1) + eggbeater(3) --> 4 ADDs,SET > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],,Z.-!0-0+Z,,parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,0
atomic-illusion,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,2,,,TOE > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],,Z-0.-0-Z,,parser-clean,fborg=3;fm=3;stanford=4,3,4,1,small,0
atomic-osis,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,2,,,TOE > OP OUT [DEX] > (FRONT) SPIN [BOD] > OP CLIP [XBD] [DEL],,Z-0./-X,,parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,0
avalanche,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL),Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL),,X-1^-0-Z,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL),parser-clean,fborg=5;fm=5;stanford=5,5,5,0,none,0
butterfly-swirl,,1_safest,,promote_with_notation,5,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,2,,dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs,SET > SAME/OP OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],,,,no-stanford,fborg=4;fm=4,4,4,0,none,0
da-da-curve,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fborg_text,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,CLIP > OP IN [DEX] > (NO PLANT WHILE) OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP > OP IN [DEX] > (NO PLANT WHILE) OP OUT [DEX] > OP CLIP [XBD] [DEL],,*.-1-!0-X,CLIP > OP IN [DEX] > (NO PLANT WHILE) OP OUT [DEX] > OP CLIP [XBD] [DEL],parser-clean,fborg=5;fm=4;stanford=4,4,5,1,small,0
double-around-the-world,double around the world,1_safest,,publish_as_is,5,4,"canonical,fborg,fm,passback","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,3,1,1,3,TOE > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],TOE > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],TOE > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],,,,no-stanford,canonical=3;fborg=3;fm=3,3,3,0,none,0
double-leg-over,double leg over,1_safest,,publish_as_is,5,4,"canonical,fborg,fm,passback","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,3,1,1,3,SET > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SET > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SET > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],,,,no-stanford,canonical=3;fborg=3;fm=3,3,3,0,none,0
double-pickup,,1_safest,,promote_with_notation,5,5,"fborg,fm,internal_ts,passback,stanford","fborg_text,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],CLIP > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],,*.-1+1+Z,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],parser-clean,fborg=3;fm=3;stanford=3,3,3,0,none,0
ducking-barfly,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fborg_text,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,CLIP > DUCK [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP > DUCK [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],,X^+0+0-X,CLIP > DUCK [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],parser-clean,fborg=5;fm=5;stanford=5,5,5,0,none,0
ducking-butterfly,ducking butterfly,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus",1,canonical_active,4,0,0,3,,ducking(+1) + butterfly(3) --> 4 ADDs,SET > (DUCK) [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],,Z^-0-X,,parser-clean,canonical=4;fborg=4;fm=4;stanford=4,4,4,0,none,0
ducking-osis,ducking osis,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus",1,canonical_active,4,0,0,3,,ducking(+1) + osis(3) --> 4 ADDs,SET > DUCK [BOD] > SAME or OP OSIS [BOD] [XBD] [DEL],,Z^\-X,,parser-clean,canonical=4;fborg=4;fm=4;stanford=4,4,4,0,none,0
e-walk,,1_safest,,promote_with_notation,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same In (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),,Frantic op Butterfly,Z+1-1.-0-X,Toe > Same In (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),parser-clean,fm=5;stanford=5,5,5,0,none,0
enterrage,,1_safest,,promote_with_notation,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),,"Terraging Legover, (midtime) Toe near Flurry",Z+1+1.-0+Z,Toe > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),parser-clean,fm=4;passback=3;stanford=4,3,4,1,small,0
fairy-eggbeater,,1_safest,,promote_with_notation,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z+0.-0-0+Z,,parser-clean,fm=4;stanford=4,4,4,0,none,0
fairy-legover,,1_safest,,promote_with_notation,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z+0.-0+Z,,parser-clean,fm=3;stanford=3,3,3,0,none,0
fear,,1_safest,,promote_with_notation,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same Out (DEX) >> Op In (DEX) > Op Toe (DEL),,Fairy far Mirage,Z+0.-1-Z,Toe > Same Out (DEX) >> Op In (DEX) > Op Toe (DEL),parser-clean,fm=3;passback=2;stanford=3,2,3,1,small,0
fudge,,1_safest,,promote_with_notation,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same Out (DEX) >> Op Out (DEX) > Op Toe (DEL),,Fairy far Illusion,Z+0.-0-Z,Toe > Same Out (DEX) >> Op Out (DEX) > Op Toe (DEL),parser-clean,fm=3;passback=2;stanford=3,2,3,1,small,0
inspinning-paradox-illusion,,1_safest,,promote_with_notation,5,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_symbolic_grammar,observational_ts,tracked_names_ts",0,,,0,0,3,,CLIP > (front) SPIN [BOD] > SAME OUT [PDX] [DEX] > OP TOE [DEL],CLIP > (front) SPIN [BOD] > SAME OUT [PDX] [DEX] > OP TOE [DEL],,,inspinning paradox illusion,no-stanford,fborg=4;fm=4;internal_ts=4,4,4,0,none,0
inspinning-paradox-mirage,,1_safest,,promote_with_notation,5,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_symbolic_grammar,observational_ts,tracked_names_ts",0,,,0,0,3,,CLIP > (front) SPIN [BOD] > SAME IN [PDX] [DEX] > OP TOE [DEL],CLIP > (front) SPIN [BOD] > SAME IN [PDX] [DEX] > OP TOE [DEL],,,inspinning paradox mirage,no-stanford,fborg=4;fm=4;internal_ts=4,4,4,0,none,0
kiwi,,1_safest,,promote_with_notation,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > Op Out (DEX) >> Same Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Tapping Double Down,,Tapping Double Down,no-stanford,fm=6,6,6,0,none,0
legeater,legeater,1_safest,,publish_as_is,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,3,1,1,3,TOE > OP IN [DEX] >> OP IN [DEX] > SAME TOE [DEL],Toe > Op In (DEX) >> Op In (DEX) > Same Toe (DEL),,(downtime) Miraging Pickup,,,no-stanford,canonical=3;fm=3;passback=2,2,3,1,small,0
lotus,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),,X.\-1+X,Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),parser-clean,fborg=5;fm=5;stanford=5,5,5,0,none,0
magellan,magellan,1_safest,,backfill_canonical_op_notation,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,3,1,0,3,PIXIE LEGOVER,Toe > Same In (DEX) >> Same Out (DEX) > Same Toe (DEL),,Pixie near Legover,,,no-stanford,canonical=3;fm=3;passback=2,2,3,1,small,0
nova,nova,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus",1,canonical_active,4,1,0,4,SYMPOSIUM DLO,Toe >> (no plant while) Op In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),,Symp. DLO,Z.-!1-0+Z,,parser-clean,canonical=4;fm=4;stanford=4,4,4,0,none,0
paradon-swirl,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,passback","fborg_insert_staging,fborg_text,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,TOE > OP OUT [DEX] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],TOE > OP OUT [DEX] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],,,TOE > OP OUT [DEX] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],no-stanford,fborg=5;fm=5,5,5,0,none,0
paradox-double-leg-over,paradox-double-leg-over,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,internal_ts","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",1,canonical_active,4,0,0,3,,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],,,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],no-stanford,canonical=4;fborg=4;fm=4,4,4,0,none,0
paradox-high-plains-drifter,paradox-high-plains-drifter,1_safest,,backfill_canonical_op_notation,5,5,"canonical,fborg,fm,internal_ts,stanford","canonical_db,fborg_insert_staging,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",1,canonical_active,5,0,0,4,,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],,X.-1+1+X,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],parser-clean,canonical=5;fborg=5;fm=5;stanford=5,5,5,0,none,0
paradox-symposium-mirage,paradox-symposium-mirage,1_safest,,backfill_canonical_op_notation,5,5,"canonical,fborg,fm,internal_ts,stanford","canonical_db,fborg_insert_staging,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",1,canonical_active,4,0,0,4,,CLIP (plant) > (no plant while) SAME IN [PDX] [BOD] [DEX] > OP TOE [DEL],CLIP (plant) > (no plant while) SAME IN [PDX] [BOD] [DEX] > OP TOE [DEL],,X.+!1-Z,CLIP (plant) > (no plant while) SAME IN [PDX] [BOD] [DEX] > OP TOE [DEL],parser-clean,canonical=4;fborg=4;fm=4;stanford=4,4,4,0,none,0
paradox-symposium-whirl,paradox symposium whirl,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,passback,stanford","canonical_db,fborg_text,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,3,,,CLIP (plant) > (no plant while) SAME IN [BOD] [PDX] [DEX] > OP CLIP [XBD] [DEL],"Pdx Symp Whirl, Clipper far Symp Whirl",X.+!1-X,,parser-clean,canonical=5;fborg=5;stanford=5,5,5,0,none,0
pigbeater,pigbeater,1_safest,,publish_as_is,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,4,1,1,3,TOE > SAME IN [DEX] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],Toe > Same In (DEX) >> Op Out (DEX) > Op Out (DEX) > Same Toe (DEL),,Pixie far Eggbeater,,,no-stanford,canonical=4;fm=4;passback=3,3,4,1,small,0
pixie-symposium-mirage,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,2,,,TOE > SAME IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],,Z+1.-!1-Z,,parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,0
pixie-whirl,,1_safest,,promote_with_notation,5,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,pixie(+1) + whirl(3) --> 4 ADDs,pixie(+1) + whirl(3) --> 4 ADDs,,Z+1.-1-X,,parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,0
rake,rake,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus",1,canonical_active,2,0,0,3,,stall(1) + dex(1) --> 2 ADDs,,Toe Stall dragged from Xbd position,Z.R,,parser-clean,canonical=2;fm=3;stanford=2,2,3,1,small,0
spinning-osis,spinning osis,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus",1,canonical_active,4,0,0,3,,spinning(+1) + osis(3) --> 4 ADDs,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],,X.\/-X,,parser-clean,canonical=4;fborg=4;fm=4;stanford=4,4,4,0,none,0
spinning-paradox-blender,spinning-paradox-blender,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,internal_ts","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",1,canonical_active,6,0,0,3,,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],,,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],no-stanford,canonical=6;fborg=6;fm=6,6,6,0,none,0
spinning-paradox-illusion,spinning-paradox-illusion,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,internal_ts","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",1,canonical_active,4,0,0,3,,CLIP > (back) SPIN [BOD] > OP OUT [PDX] [DEX] > OP TOE [DEL],CLIP > (back) SPIN [BOD] > OP OUT [PDX] [DEX] > OP TOE [DEL],,,CLIP > (back) SPIN [BOD] > OP OUT [PDX] [DEX] > OP TOE [DEL],no-stanford,canonical=4;fborg=4;fm=4,4,4,0,none,0
spinning-paradox-mirage,spinning-paradox-mirage,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,internal_ts","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",1,canonical_active,4,0,0,3,,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL],CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL],,,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL],no-stanford,canonical=4;fborg=4;fm=4,4,4,0,none,0
spinning-paradox-whirl,spinning-paradox-whirl,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,internal_ts","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",1,canonical_active,5,0,0,3,,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL],CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL],,,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL],no-stanford,canonical=5;fborg=5;fm=5,5,5,0,none,0
spinning-pickup,,1_safest,,promote_with_notation,5,3,"fborg,fm,stanford","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus",0,,,0,0,3,,spinning(+1) + pickup(2) --> 3 ADDs,CLIP > (back) SPIN [BOD] > OP IN [DEX] > SAME TOE [DEL],,X.\-1+Z,,parser-clean,fborg=3;fm=3;stanford=3,3,3,0,none,0
stepping-ducking-paradox-blender,stepping-ducking-paradox-blender,1_safest,,backfill_canonical_op_notation,5,4,"canonical,fborg,fm,internal_ts","canonical_db,fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",1,canonical_active,7,0,0,3,,CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],,,CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],no-stanford,canonical=7;fborg=7;fm=7,7,7,0,none,0
