canonical_slug,canonical_display_name,frontier_tier,frontier_failures,recommended_action,raw_source_count,source_family_count,source_families,source_systems,in_canonical_db,canonical_publication_status,canonical_official_add,canonical_has_notation,canonical_has_op_notation,notation_source_count,notation_canonical,notation_fm,notation_fborg,notation_passback,notation_stanford,notation_internal_ts,parser_status,per_family_add_claims,add_claim_min,add_claim_max,add_claim_spread,doctrine_divergence_tier,composite_modifier_flag
stepping-ducking-ps-whirl,,1_safest,,promote_with_notation,4,3,"fborg,fm,internal_ts","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,3,,CLIP > OP IN [DEX] > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL],CLIP > OP IN [DEX] > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL],,,CLIP > OP IN [DEX] > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL],no-stanford,fborg=7;fm=7,7,7,0,none,0
stepping-eggbeater,,1_safest,,promote_with_notation,4,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,3,,CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],,,CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],no-stanford,fborg=4;fm=4,4,4,0,none,0
stepping-osis,stepping osis,1_safest,,backfill_canonical_op_notation,4,3,"canonical,fm,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,stanford_corpus",1,canonical_active,4,0,0,2,,stepping(+1) + osis(3) --> 4 ADDs,,,X-1.\+X,,parser-clean,canonical=4;fm=4;stanford=4,4,4,0,none,0
stepping-whirling-swirl,,1_safest,,promote_with_notation,4,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,3,,CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],,,CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],no-stanford,fborg=5;fm=5,5,5,0,none,0
sumo-thong,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip > Same Out (DEX)(PDX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL),,,X+0^-1-Z,Clip > Same Out (DEX)(PDX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL),parser-clean,fm=6;stanford=6,6,6,0,none,0
supernova,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),,,X.\+!1-0+Z,Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),parser-clean,fm=5;stanford=5,5,5,0,none,0
surgery,surgery,1_safest,,backfill_canonical_op_notation,4,3,"canonical,fm,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,stanford_corpus",1,canonical_active,6,0,0,2,,Clip > (back) Spin (BOD) > Same In (DEX) >> (no plant while) Op Back Whirl (DEX)(BOD) > Op Clip (XBD)(DEL),,,X\+1.-!0-X,,parser-clean,canonical=6;fm=6;stanford=6,6,6,0,none,0
syberian-express,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,,X-1^-0+0\+X,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),parser-clean,fm=7;stanford=7,7,7,0,none,0
symposium-double-leg-over,,1_safest,,promote_with_notation,4,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,3,,SET > (no plant while) OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],SET > (no plant while) OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],,,SET > (no plant while) OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],no-stanford,fborg=4;fm=4,4,4,0,none,0
symposium-pixie,,1_safest,,promote_with_notation,4,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,TOE (plant) > (no plant while) SAME IN [BOD] [DEX] > OP TOE [DEL],TOE (plant) > (no plant while) SAME IN [BOD] [DEX] > OP TOE [DEL],,Z.+!1-Z,TOE (plant) > (no plant while) SAME IN [BOD] [DEX] > OP TOE [DEL],parser-clean,fborg=3;fm=3;stanford=3,3,3,0,none,0
symposium-torque,,1_safest,,promote_with_notation,4,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,SET > (NO PLANT WHILE) OP IN [DEX] [BOD] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL],SET > (NO PLANT WHILE) OP IN [DEX] [BOD] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL],,*.-!1/-X,SET > (NO PLANT WHILE) OP IN [DEX] [BOD] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL],parser-clean,fborg=5;fm=5;stanford=5,5,5,0,none,0
symposium-whirl,symposium whirl,1_safest,,backfill_canonical_op_notation,4,4,"canonical,fborg,fm,stanford","canonical_db,fborg_text,fm_symbolic_grammar,stanford_corpus",1,canonical_active,4,0,0,3,,SET > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],SET > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],,X.-!1-X,,parser-clean,canonical=4;fborg=4;fm=4;stanford=4,4,4,0,none,0
tapping-illusion,,1_safest,,promote_with_notation,4,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,3,,TOE > OP OUT [DEX] (plant) > SAME OUT [DEX] > OP TOE [DEL],TOE > OP OUT [DEX] (plant) > SAME OUT [DEX] > OP TOE [DEL],,,TOE > OP OUT [DEX] (plant) > SAME OUT [DEX] > OP TOE [DEL],no-stanford,fborg=3;fm=3,3,3,0,none,0
terminator,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),,,X+0.-1-0+Z,Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),parser-clean,fm=6;stanford=6,6,6,0,none,0
terraging-opposite-clipper,,1_safest,,promote_with_notation,4,3,"fborg,fm,internal_ts","fborg_insert_staging,fborg_text,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,3,,TOE > SAME IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL],TOE > SAME IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL],,,TOE > SAME IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL],no-stanford,fborg=4;fm=4,4,4,0,none,0
timberwulff,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip > Op In (DEX) >> (front) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),,,X-1./+1/-X,Clip > Op In (DEX) >> (front) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),parser-clean,fm=6;stanford=6,6,6,0,none,0
tofu,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Toe > Op In (DEX) >> Op Front Whirl (DEX)(XDEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,,Z-1.-1\+X,Toe > Op In (DEX) >> Op Front Whirl (DEX)(XDEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),parser-clean,fm=6;stanford=6,6,6,0,none,0
tornado,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip > Same Out (DEX)(PDX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),,,X+0.\-1-Z,Clip > Same Out (DEX)(PDX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),parser-clean,fm=5;stanford=4,4,5,1,small,0
torus,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),,,Z+0.\-1-Z,Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),parser-clean,fm=4;stanford=4,4,4,0,none,0
trochus,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL),,,Z-0.-!0-Z,Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL),parser-clean,fm=5;stanford=5,5,5,0,none,0
tunguska,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),,,Z-0^-1-0+Z,Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),parser-clean,fm=6;stanford=6,6,6,0,none,0
wahnsinn,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Toe > Same In (DEX) >> Duck (BOD) >> (front) Spin (BOD) > Op Toe (DEL),,,Z+1^/-Z,Toe > Same In (DEX) >> Duck (BOD) >> (front) Spin (BOD) > Op Toe (DEL),parser-clean,fm=4;stanford=4,4,4,0,none,0
walk-over,walk over,1_safest,,backfill_canonical_op_notation,4,3,"canonical,fm,passback","canonical_db,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,2,1,0,3,WALK OVER,stall(1) + dex(1) --> 2 ADDs,,"Inside Stall>place foot on ground>step over into Clipper, or reverse direction",,,no-stanford,canonical=2;fm=2,2,2,0,none,0
weaving-butterfly,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z^+0-X,,parser-clean,fm=4;stanford=4,4,4,0,none,0
weaving-clipper,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z^-X,,parser-clean,fm=3;stanford=3,3,3,0,none,0
weaving-legover,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z^+0+Z,,parser-clean,fm=3;stanford=3,3,3,0,none,0
weaving-osis,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z^/+X,,parser-clean,fm=4;stanford=4,4,4,0,none,0
weaving-pickup,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z^+1+Z,,parser-clean,fm=3;stanford=3,3,3,0,none,0
whirling-swirl,whirling swirl,1_safest,,backfill_canonical_op_notation,4,3,"canonical,fborg,fm","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar",1,canonical_active,4,0,0,2,,whirling(+1) + swirl(3) --> 4 ADDs,CLIP > OP IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],,,,no-stanford,canonical=4;fborg=5;fm=4,4,5,1,small,0
wookie,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Toe > Same In (DEX) > (no plant while) Op In (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),,,Z+1-!1.-0-X,Toe > Same In (DEX) > (no plant while) Op In (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),parser-clean,fm=6;stanford=6,6,6,0,none,0
zulu-le-loup,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip >> Dive (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)[/quote],,,X&+0-X,Clip >> Dive (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)[/quote],parser-clean,fm=4;stanford=4,4,4,0,none,0
zulu-legover,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z&-0+Z,,parser-clean,fm=3;stanford=3,3,3,0,none,0
zulu-osis,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z&/-X,,parser-clean,fm=4;stanford=4,4,4,0,none,0
zulu-pickup,,1_safest,,promote_with_notation,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,Z&-1+Z,,parser-clean,fm=3;stanford=3,3,3,0,none,0
blizzard,blizzard,2_curator_review,divergence_large,curator_review_single_filter,8,6,"canonical,fborg,fm,internal_ts,passback,stanford","canonical_db,fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",1,canonical_active,3,0,0,5,,Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Toe (DEL),CLIP > OP IN [DEX] > (NO PLANT WHILE) OP OUT [BOD] [DEX] [BOD] > OP TOE [DEL],Stepping far Illusion,X-1.-0-Z,Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Toe (DEL),parser-clean,canonical=3;fborg=5;fm=4;passback=2;stanford=4,2,5,3,large,0
barfly,barfly,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,1,5,CLIP >> SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],Clip >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Clipper far Double Down,X.+0+0-X,,parser-clean,canonical=4;fborg=4;fm=4;passback=2;stanford=4,2,4,2,large,0
blender,blender,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,5,BLENDER,Clip >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),SET > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],(downtime) Whirling Osis,*.-1\+X,,parser-clean,canonical=4;fborg=5;fm=4;passback=1;stanford=4,1,5,4,large,0
blur,blur,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,1,5,CLIP > OP IN [DEX] >> OP IN [DEX] [PDX] > OP TOE [DEL],Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL),CLIP > OP IN [DEX] > (NO PLANT WHILE) OP IN/OUT [DEX] [BOD] [BOD] > OP TOE [DEL],Stepping far Mirage,X-1.-1-Z,,parser-clean,canonical=4;fborg=5;fm=4;passback=2;stanford=4,2,5,3,large,0
butterfly,butterfly,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,5,BUTTERFLY,SET > SAME or OP OUT [DEX] > OP CLIP [XBD] [DEL],SET > SAME or OP OUT [DEX] > OP CLIP [XBD] [DEL],(downtime) hippy out dex>ss clipper,*. 0-X,,parser-clean,canonical=3;fborg=3;fm=3;passback=1;stanford=3,1,3,2,large,0
drifter,drifter,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,5,DRIFTER,Clip >> Op In (DEX) > Same Clip (XBD)(DEL),SET > OP IN [DEX] > SAME CLIP [XBD] [DEL],(downtime) Miraging far Clipper,X.-1+X,,parser-clean,canonical=3;fborg=4;fm=3;passback=1;stanford=3,1,4,3,large,0
flurricane,,2_curator_review,divergence_large,curator_review_single_filter,7,5,"fborg,fm,internal_ts,passback,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,5,,Clip >> (back) Spin (BOD > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),Clip >> (back) Spin (BOD > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),Gyro Flurry,X\+1+1.-0+Z,Gyro Flurry,parser-clean,fborg=5;fm=5;internal_ts=3;passback=3;stanford=5,3,5,2,large,0
high-plains-drifter,high-plains-drifter,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,0,1,5,CLIP > SAME IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],Clip >> Op In (DEX) > Same In (DEX) > Same Clip (XBD)(DEL),CLIP > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],double-dex Drifter/(midtime) Barraging far Clipper,X.-1+1+X,,parser-clean,canonical=4;fborg=4;fm=4;passback=2;stanford=4,2,4,2,large,0
nemesis,nemesis,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,6,0,0,4,,Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Barraging far Double Down,X-1+1.-0+0-X,,parser-clean,canonical=6;fborg=6;fm=6;passback=4;stanford=6,4,6,2,large,0
paradon,paradon,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,0,1,5,TOE > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Toe >> Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),TOE > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Toe far Double Down,Z.-0+0-X,,parser-clean,canonical=4;fborg=5;fm=4;passback=2;stanford=4,2,5,3,large,0
ripwalk,ripwalk,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,5,STEPPING BUTTERFLY,Clip > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),CLIP > SAME IN [PDX] [DEX] (plant) > OP OUT [DEX] > OP CLIP [XBD] [DEL],Stepping far Butterfly,X-1.-0-X,,parser-clean,canonical=4;fborg=5;fm=4;passback=2;stanford=4,2,5,3,large,0
torch-r-rack,,2_curator_review,divergence_large,curator_review_single_filter,7,5,"fborg,fm,internal_ts,passback,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,5,,Clip > Op In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip > Op In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),"Stepping far Symp. Double Down, BS Blurriest",X-1.-!0+0-X,Stepping far Symp. Double Down,parser-clean,fborg=6;fm=6;internal_ts=3;passback=3;stanford=6,3,6,3,large,0
torque,torque,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,5,TORQUE,Clip >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),CLIP > SAME IN [PDX] [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL],(downtime) Miraging far Osis,X.-1/-X,,parser-clean,canonical=4;fborg=5;fm=4;passback=1;stanford=4,1,5,4,large,0
whirl,whirl,2_curator_review,divergence_large,curator_review_single_filter,7,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,5,WHIRL,SET > OP IN [DEX] > OP CLIP [XBD] [DEL],SET > OP IN [DEX] > OP CLIP [XBD] [DEL],(downtime) leggy in dex>ss clipper,*.-1-X,,parser-clean,canonical=3;fborg=5;fm=3;passback=1;stanford=3,1,5,4,large,0
bedwetter,bedwetter,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fborg,fm,internal_ts,passback","canonical_db,fborg_insert_staging,fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",1,canonical_active,4,0,0,4,,Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),Stepping far Eggbeater,,Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),no-stanford,canonical=4;fborg=5;fm=5;passback=3,3,5,2,large,0
blaze,blaze,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fm,internal_ts,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",1,canonical_active,3,0,0,4,,Clip > Op Front Whirl (DEX) >> Op In (DEX) > Op Toe (DEL),,Whirling far Mirage,X-1.-1-Z,Clip > Op Front Whirl (DEX) >> Op In (DEX) > Op Toe (DEL),parser-clean,canonical=3;fm=4;passback=2;stanford=4,2,4,2,large,0
blurrage,blurrage,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fm,internal_ts,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",1,canonical_active,4,0,0,4,,Clip > Op In (DEX) >> Op In (DEX)(PDX) > Same In (DEX)(XDEX) > Op Toe (DEL),,Stepping far Barrage,X-1.-1+1-Z,Clip > Op In (DEX) >> Op In (DEX)(PDX) > Same In (DEX)(XDEX) > Op Toe (DEL),parser-clean,canonical=4;fm=6;passback=3;stanford=5,3,6,3,large,0
blurriest,blurriest,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,1,0,4,BLURRY BARFLY,Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Stepping far Double Down,X-1.-0+0-X,,parser-clean,canonical=5;fm=5;passback=3;stanford=5,3,5,2,large,0
bullwhip,bullwhip,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,3,,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Spinning near Double Down,X.\+0+0-X,,parser-clean,canonical=5;fm=5;passback=2;stanford=5,2,5,3,large,0
clipper,clipper,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,1,1,0,5,CLIPPER,CLIP [XBD] [DEL],CLIP [XBD] [DEL],xbd inside stall,*. X,,parser-clean,canonical=1;fborg=2;fm=2;passback=0;stanford=2,0,2,2,large,0
cold-fusion,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Same Out (DEX)(PDX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,"Nuclear far Double Down, Pdx. Fusion",X+0.-0+0-X,Nuclear far Double Down,parser-clean,fm=7;internal_ts=3;passback=3;stanford=6,3,7,4,large,0
colossus,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) > Dive (BOD) >> (no plant while) Same Front Whirl (DEX)(BOD) > Op Clip (XBD)(DEL),,Spinning Diving near Symp. Whirl,X\&+!1-X,Spinning Diving near Symp. Whirl,parser-clean,fm=6;internal_ts=1;passback=1;stanford=6,1,6,5,large,0
