"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes","category","ecosystems","parent_family","retired_family","in_db_live","promoted","overlaps_canonical","slug_overlap","name_overlap","alias_overlap","completeness","source_corpus"
"Sailing Whirl (Juno Reactor)","sailing-whirl-juno-reactor","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Scattered Whirl","scattered-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Shooting Barfly (Porn Star)","shooting-barfly-porn-star","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting Clipper","shooting-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting Da Da Curve","shooting-da-da-curve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting DDD (Shooting Star)","shooting-ddd-shooting-star","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting DLO","shooting-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","dlo-double-down|shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting Ducking Butterfly","shooting-ducking-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","ducking|shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting Eggbeater (Red Wetter)","shooting-eggbeater-red-wetter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting Gyro Mirage (Cyclone)","shooting-gyro-mirage-cyclone","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","gyro-spyro|shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting ss Clipper","shooting-ss-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting ss Illusion","shooting-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting ss Legover","shooting-ss-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting ss Mirage","shooting-ss-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Shooting ss Pickup","shooting-ss-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","shooting","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Butterfly (Slap Down)","slapping-butterfly-slap-down","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Clipper","slapping-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Diving Butterfly (Alpine Slap Down)","slapping-diving-butterfly-alpine-slap-down","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping DLO","slapping-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","dlo-double-down","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Drifter","slapping-drifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Guay","slapping-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Illusion (Slap)","slapping-illusion-slap","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Legover (Toe Schmoe)","slapping-legover-toe-schmoe","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Osis (Osmosis)","slapping-osis-osmosis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Pickup","slapping-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Reverse Guay","slapping-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Reverse Whirl","slapping-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Slapping Weaving Butterfly (Quantanamera)","slapping-weaving-butterfly-quantanamera","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","weaving","","","False","False","False","False","False","False","name-only","stanford"
"Slaying Butterfly","slaying-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slaying Illusion","slaying-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slaying Mirage","slaying-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slaying ss Flail","slaying-ss-flail","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Slaying ss Symposium Mirage","slaying-ss-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","symposium","","","False","False","False","False","False","False","name-only","stanford"
"Slicing Infinity (Lawn Moir)","slicing-infinity-lawn-moir","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Smiling Butterfly (Smiley)","smiling-butterfly-smiley","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Snapping Butterfly","snapping-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Snapping Symposium Mirage","snapping-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","symposium","","","False","False","False","False","False","False","name-only","stanford"
"Sonic Illusion","sonic-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sonic Legover","sonic-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
