"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes","category","ecosystems","parent_family","retired_family","in_db_live","promoted","overlaps_canonical","slug_overlap","name_overlap","alias_overlap","completeness","source_corpus"
"Orpheus","orpheus","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-multi-dex-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Osmosis","osmosis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-spin-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Overlord","overlord","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-spin-whirl","","","","","","CANONICAL","","osis","","True","True","True","True","True","False","canonical","footbagmoves"
"Pandemonium","pandemonium","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","","","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Pandora`s Box","pandora`s-box","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","clip-spin-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Paradon Swirl","paradon-swirl","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","dex","dex(1) + dex(1) + dex(1) + xbody(1) + stall(1) --> 5 ADDs","","","","CANONICAL","whirl-swirl","whirl","","True","True","True","True","True","False","canonical","fborg"
"Paradox Barrage","paradox-barrage","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","paradox","paradox(+1) + barrage(3) --> 4 ADDs","Paradox modifier on barrage base.","","","CANONICAL","paradox","barrage","","True","True","True","True","True","False","canonical","fborg"
"Paradox Blizzard","paradox-blizzard","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","paradox","paradox(+1) + blizzard(3) --> 4 ADDs","Paradox modifier on blizzard (= quantum illusion) base.","","","CANONICAL","paradox","blizzard","","True","True","True","True","True","False","canonical","fborg"
"Paradox Da Da Curve","paradox-da-da-curve","1 Published Canonical","","fborg","1","5","True","","settled","first_class_ready","","high","","paradox","paradox(+1) + dada-curve(4) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (CLIP > SAME IN [PDX] [DEX] > (NO PLANT WHILE) OP OUT [DEX] > OP CLIP [XBD] [DEL]).","","","CANONICAL","paradox","dada-curve","","True","True","True","True","True","False","canonical","fborg"
"Paradox Double Leg Over","paradox-double-leg-over","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","paradox","paradox(+1) + DLO(3) --> 4 ADDs","","","","CANONICAL","paradox","legover","","True","True","True","True","True","False","canonical","fborg"
"Paradox High Plains Drifter","paradox-high-plains-drifter","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","paradox","paradox(+1) + high-plains-drifter(4) --> 5 ADDs","","","","CANONICAL","paradox","drifter","","True","True","True","True","True","False","canonical","fborg"
"Paradox Illusion","paradox-illusion","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","3","False","","settled","first_class_ready","","high","","paradox","paradox(+1) + dex(1) + stall(1) --> 3 ADDs","Paradox operator on illusion base. Source notation has typo ""[PDX[DEX]"" (missing closing bracket); intended ""[PDX] [DEX]"".","","","CANONICAL","paradox","illusion","","True","True","True","True","True","False","canonical","fborg"
"Paradox Ripwalk","paradox-ripwalk","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","paradox","paradox(+1) + ripwalk(4) --> 5 ADDs","","","","CANONICAL","paradox","butterfly","","True","True","True","True","True","False","canonical","fborg"
"Paradox Symposium Mirage","paradox-symposium-mirage","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","paradox","paradox(+1) + symposium-mirage(3) --> 4 ADDs","Paradox + symposium on mirage base.","","","CANONICAL","symposium|paradox","mirage","","True","True","True","True","True","False","canonical","fborg"
"Paradox Symposium Whirling Rake","paradox-symposium-whirling-rake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","C","symposium|whirl-swirl|dragon-rake|paradox","","","False","False","False","False","False","False","full","footbagmoves"
"Paradox Whirling Rake","paradox-whirling-rake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","whirl-swirl|dragon-rake|paradox","","","False","False","False","False","False","False","full","footbagmoves"
"Paradox Whirling Swirl","paradox-whirling-swirl","1 Published Canonical","","fborg","1","5","True","","settled","first_class_ready","","high","","paradox","paradox(+1) + whirling-swirl(4) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (CLIP > SAME IN [PDX] [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL]).","","","CANONICAL","whirl-swirl|paradox","whirl","","True","True","True","True","True","False","canonical","fborg"
"Parallax","parallax","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","clip-spin-toe","","","","","","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Paratoxic","paratoxic","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","6","False","","settled","first_class_ready","high","high","clip-front-whirl-clip","paradox","paradox(+1) + symposium(+1) + whirl(3) + ?--> 6 ADDs","","","FB.org 6-ADD confirms 'Paratoxic' (source_adds=6; jobs='CLIP > SAME IN [PDX] [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Park Avenue","park-avenue","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Pdx Dada Curve","pdx-dada-curve","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Pdx DLO","pdx-dlo","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","dlo-double-down","","","False","False","False","False","False","False","full","footbagmoves"
"Pdx Illusion","pdx-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Pdx Whirling Swirl","pdx-whirling-swirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","whirl-swirl","","","False","False","False","False","False","False","full","footbagmoves"
"Phase","phase","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-back-swirl-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Philibuster","philibuster","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Phobia","phobia","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Pixie Double Over Down","pixie-double-over-down","1 Published Canonical","","fborg","1","5","True","","settled","first_class_ready","","high","","pixie","pixie(+1) + double-over-down(4) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]). Depends on double-over-down (shipped earlier this session).","","","CANONICAL","pixie|dlo-double-down","double-over-down","","True","True","True","True","True","False","canonical","fborg"
"Pixie Double Pickup (ss)","pixie-double-pickup","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","","","C","pixie","","","False","False","False","False","False","False","full","passback"
"Pixie DSO","pixie-dso","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","","","A","pixie|dlo-double-down","","","False","False","False","False","False","False","full","passback"
"Pixie Ducking Legover","pixie-ducking-legover","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","ducking|pixie","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Ducking Mirage","pixie-ducking-mirage","1 Canonical published (represented by `assassin`; SE-chain reading)","resolved as SE-chain reading of assassin","footbagmoves","1","4","True (as SE-chain reading of assassin)","assassin (live DB; JOB = PIXIE DUCKING MIRAGE; SE chain reading)","settled","first_class_ready","","high","","pixie","pixie(+1) + ducking(+1) + mirage(2) --> 4 ADDs","Structural-reading form of assassin's canonical JOB. assassin's SYMBOLIC_EQUIVALENCE_CHAINS entry already carries 'pixie ducking mirage' as the reading.","","DK-4 resolution 2026-05-26: tracked-names duplication eliminated.","CANONICAL","ducking|pixie","","","False","False","False","False","False","False","full","footbagmoves"
"Pixie Ducking Pickup","pixie-ducking-pickup","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","ducking|pixie","pickup","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Eclipse","pixie-eclipse","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","pixie","pixie(+1) + eclipse(3) --> 4 ADDs","","","","CANONICAL","pixie|eclipse-hop-over","eclipse","","True","True","True","True","True","False","canonical","fborg"
"Pixie Eggbeater","pixie-eggbeater","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","pixie","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Leg Over","pixie-leg-over","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","3","False","","settled","first_class_ready","","high","","pixie","pixie(+1) + legover(2) --> 3 ADDs","Pixie modifier on legover base.","","","A","pixie","","","False","False","False","False","False","False","full","fborg"
"Pixie Legover","pixie-legover","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","CANONICAL","pixie","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Opposite Clipper","pixie-opposite-clipper","1 Published Canonical","","fborg","1","3","True","","settled","first_class_ready","","medium","clipper-stall","pixie","pixie(+1) + clipper-stall(2) --> 3 ADDs","Pixie modifier with opposite-side clipper terminator. Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB sibling-derived from drifter / fairy-clipper / spinning-clipper.","","","CANONICAL","pixie","clipper-stall","yes","True","True","True","True","True","False","canonical","fborg"
"Pixie Osis","pixie-osis","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-spin-clip","","","","","","CANONICAL","pixie","osis","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Paradon","pixie-paradon","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","pixie","pixie(+1) + paradon(4) --> 5 ADDs","","","","CANONICAL","pixie","paradon","","True","True","True","True","True","False","canonical","fborg"
"Pixie Pickup","pixie-pickup","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","CANONICAL","pixie","pickup","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Quantum Butterfly","pixie-quantum-butterfly","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","CANONICAL","pixie|quantum","butterfly","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Same Clipper","pixie-same-clipper","1 Published Canonical","","fborg","1","3","True","","settled","first_class_ready","","medium","clipper-stall","pixie","pixie(+1) + clipper-stall(2) --> 3 ADDs","Pixie modifier with same-side clipper terminator. Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB sibling-derived from drifter / fairy-clipper / spinning-clipper.","","","CANONICAL","pixie","clipper-stall","yes","True","True","True","True","True","False","canonical","fborg"
"Pixie Same Side Illusion","pixie-same-side-illusion","3 Observationally represented","accidental omission / awaiting curator review","fborg","1","3","False","","settled","candidate","","medium","","pixie","pixie(+1) + ss-illusion(2) --> 3 ADDs","Pixie modifier with same-side illusion variant. Less common.","","","A","pixie","","","False","False","False","False","False","False","full","fborg"
"Pixie Swirl","pixie-swirl","1 Published Canonical","","fborg","1","4","True","","settled","first_class_ready","","high","","pixie","pixie(+1) + swirl(3) --> 4 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (TOE > SAME IN [DEX] > SAME/OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL]).","","","CANONICAL","pixie|whirl-swirl","whirl","","True","True","True","True","True","False","canonical","fborg"
"Pixie Symposium Illusion","pixie-symposium-illusion","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","pixie|symposium","illusion","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Symposium Mirage","pixie-symposium-mirage","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","pixie|symposium","mirage","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Torque","pixie-torque","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","CANONICAL","pixie|blender-torque","osis","","True","True","True","True","True","False","canonical","footbagmoves"
"Pixie Whirl","pixie-whirl","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","4","False","pixie-whirl (live DB)","settled","first_class_ready","none","high","no-notation","pixie","pixie(+1) + whirl(3) --> 4 ADDs","","","FB.org 4-ADD confirms 'Pixie Whirl' (source_adds=4; jobs='TOE > SAME IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [dex] [xbd] [del]'); ingested 2026-05-21.","CANONICAL","pixie|whirl-swirl","whirl","","True","True","True","True","True","False","canonical","footbagmoves"
"PLO","plo","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","passback"
"POD","pod","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Porque","porque","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-spin-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Predator","predator","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","","","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"PS Illusion","ps-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"PS Mirage","ps-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Pteradon","pteradon","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","medium","","toe-double-dex-?","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Puck","puck","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-duck-toe","","","","","","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Quagmire","quagmire","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-spin-toe","","","","","","CANONICAL","","mirage","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantanamera","quantanamera","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-duck-clip","","","","","","CANONICAL","","butterfly","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantum Butterfly (same side)","quantum-butterfly","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","quantum","butterfly","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantum Drifter","quantum-drifter","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","quantum","quantum(+1) + drifter(3) --> 4 ADDs","","","","CANONICAL","quantum","clipper-stall","yes","True","True","True","True","True","False","canonical","fborg"
"Quantum Illusion","quantum-illusion","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","CANONICAL","quantum","illusion","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantum Legover","quantum-legover","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","CANONICAL","quantum","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantum Mirage","quantum-mirage","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","CANONICAL","quantum","mirage","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantum Osis","quantum-osis","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","quantum","osis","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantum Pickup (same side)","quantum-pickup","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","CANONICAL","quantum","pickup","","True","True","True","True","True","False","canonical","footbagmoves"
"Quantum Whirl","quantum-whirl","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","quantum","quantum(+1) + whirl(3) --> 4 ADDs","","","","CANONICAL","quantum|whirl-swirl","whirl","","True","True","True","True","True","False","canonical","fborg"
"Quark","quark","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Rage","rage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-multi-dex-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Rail Warrior","rail-warrior","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-duck-clip","","","","","","A","rail-rooted","","","False","False","False","False","False","False","full","footbagmoves"
"Raildown","raildown","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-multi-dex-clip","","","","","","A","rail-rooted","","","False","False","False","False","False","False","full","footbagmoves"
"Railplant","railplant","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","","","A","rail-rooted","","","False","False","False","False","False","False","full","footbagmoves"
"Railwalk","railwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-walk-?","","","","","","A","rail-rooted","","","False","False","False","False","False","False","full","footbagmoves"
"Rasmus","rasmus","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-duck-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Reactor","reactor","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-front-whirl-clip","","","","","","CANONICAL","","whirl","","True","True","True","True","True","False","canonical","footbagmoves"
"Red Ribbon","red-ribbon","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","clip-dive-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Redwetter","redwetter","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-multi-dex-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Reverse Swirling Osis","reverse-swirling-osis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","whirl-swirl","","","False","False","False","False","False","False","full","footbagmoves"
"Reverse Whirling Rake","reverse-whirling-rake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","whirl-swirl|dragon-rake","","","False","False","False","False","False","False","full","footbagmoves"
"Revstein","revstein","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","medium","","clip-front-swirl-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Ricochet","ricochet","1 Published Canonical","","footbagmoves","1","5","True","","settled","first_class_ready","high","high","unusual-surface-toe-to-flapper","dex","dex(1) + dex(1) + flapper-stall(3) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed. Base trick is cross-body-sole-stall (DB canonical; folk-name = flapper / flapper-stall; aliases already wired).","","FB.org 5-ADD confirms 'Ricochet' (source_adds=5; jobs='TOE > OP OUT [DEX] > SAME OUT [DEX] > OP SOLE [XBD] [UNS] [DEL]'); ingested 2026-05-21.","CANONICAL","","cross-body-sole-stall","yes","True","True","True","True","True","False","canonical","footbagmoves"
"Ripcurl","ripcurl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-swirl-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Ripped Warrior","ripped-warrior","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves,passback","2","5","False","","","","high","","clip-duck-clip","","","","","","CANONICAL","","butterfly","","True","True","True","True","True","False","canonical","multi"
"Riptide","riptide","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-swirl-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Ropaduleo","ropaduleo","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-duck-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Royall Assassin","royall-assassin","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-duck-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Sabotage","sabotage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Saildown","saildown","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Sasquatch","sasquatch","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","medium","","clip-front-whirl-?","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Scorpion's Tail","scorpions-tail","1 Published Canonical","","footbagmoves,passback","2","5","True","","settled","first_class_ready","high","high","clip-spin-clip","spinning","spinning(+1) + down-double-down(4) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed; FB.org alias 'Spinning Down Double-Down' wired. Depends on down-double-down (shipped earlier this session).","","FB.org 5-ADD confirms ""Scorpion's Tail"" (source_adds=5; jobs='CLIP > (back) SPIN [bod] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","CANONICAL","","down-double-down","","True","True","True","True","True","False","canonical","multi"
"Scorpions Toe Nail","scorpions-toe-nail","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Shaft","shaft","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-to-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Shmoe","shmoe","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","clip-double-dex-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Singularity","singularity","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","unusual-surface-clip-to-flapper","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Slap","slap","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-xdex-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Slapdown","slapdown","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Slapstick","slapstick","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-whirl","","","","","","CANONICAL","","whirl","","True","True","True","True","True","False","canonical","footbagmoves"
"Smashwalk","smashwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-walk-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Smile","smile","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-swirl-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Snapdragon","snapdragon","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","medium","","clip-front-swirl-?","","","","","","A","dragon-rake","","","False","False","False","False","False","False","full","footbagmoves"
"Snowflake","snowflake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","medium","","clip-paradox-?","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Solestice","solestice","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","passback"
"Spanish Fly","spanish-fly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-duck-clip","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Spanishfly","spanishfly","3 Observationally represented","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","","","A","","","","False","False","False","False","False","False","full","passback"
"Spike Hammer","spike-hammer","1 Published Canonical","","fborg","1","5","True","","settled","first_class_ready","","high","","stepping","stepping(+1) + ducking(+1) + paradox-mirage(3) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL]); folk-name compression of stepping ducking paradox mirage. Structural twin of avalanche.","","","CANONICAL","","mirage","","True","True","True","True","True","False","canonical","fborg"
"Spikehammer","spikehammer","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-duck-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Spinning Butterfly Swirl","spinning-butterfly-swirl","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","CANONICAL","spinning|whirl-swirl","butterfly-swirl","","True","True","True","True","True","False","canonical","footbagmoves"
"Spinning Ducking Butterfly","spinning-ducking-butterfly","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves,passback","2","5","False","","","","none","","no-notation","","","","","","CANONICAL","ducking|spinning","butterfly","","True","True","True","True","True","False","canonical","multi"
