"trick_slug","symbolic_group_id","membership_reason","confidence","source"
"stepping_diving_butterfly","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"stepping_diving_butterfly","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_diving_double_leg_over","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"stepping_diving_double_leg_over","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_diving_mirage","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"stepping_diving_mirage","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_diving_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"stepping_double_over_down","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_double_switch_over","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"stepping_ducking_butterfly","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_butterfly","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_butterfly_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"stepping_ducking_butterfly_swirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_butterfly_swirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_double_leg_over","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_double_leg_over","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_double_pickup","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_double_pickup","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_drifter","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_drifter","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_far_double_pickup","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_far_double_pickup","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_magellan","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_magellan","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_mirage","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"stepping_ducking_osis","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_osis","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_paradox_blender","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_paradox_blender","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"stepping_ducking_paradox_blender","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_paradox_symposium_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_paradox_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"stepping_ducking_paradox_symposium_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"stepping_ducking_paradox_symposium_whirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_paradox_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"stepping_ducking_paste","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_paste","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_pigbeater","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_pigbeater","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_smog","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_smog","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_smudge","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_smudge","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_symposium_eggbeater","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_symposium_eggbeater","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"stepping_ducking_symposium_eggbeater","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_symposium_eggbeater","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"stepping_ducking_torque","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"stepping_ducking_torque","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_ducking_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"stepping_dyno","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_eggbeater","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_flail","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_guay","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"stepping_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"stepping_mirage","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"stepping_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"stepping_osis","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_osis","uptime-dex-downtime-osis","stepping + osis archetype","high","execution-pattern rule"
"stepping_paradox_torque","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"stepping_paradox_torque","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"stepping_pickup","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"stepping_reaper","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_rev_whirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_reverse_guay","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_reverse_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"stepping_reverse_swirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_reverse_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"stepping_superfly","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"stepping_swirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"stepping_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"stepping_symposium_mirage","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"stepping_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"stepping_symposium_paradon","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"stepping_symposium_paradon","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_symposium_paradon","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"stepping_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"stepping_symposium_whirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"stepping_weaving_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"stepping_weaving_butterfly","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_weaving_mirage","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_weaving_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"stepping_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"stepping_whirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"stepping_whirling_swirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"stepping_whirling_swirl","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"sumo","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"sumo","mirage-topology","base_trick=mirage","high","topology heuristic"
"sumo","nuclear-family","modifier_link=nuclear","high","freestyle_trick_modifier_links"
"superfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"superfly","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"superfly","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"surfing_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"surfing_pickup_same_side","pickup-topology","base_trick=pickup","high","topology heuristic"
"surfing_pickup_same_side","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"surge","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"surge","mirage-topology","base_trick=mirage","high","topology heuristic"
"surge","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"surge","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surge","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surgery","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"surgery","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surgery","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surgery","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_symposium_whirling_rake","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_symposium_whirling_rake","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"surging_ducking_paradox_symposium_whirling_rake","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_symposium_whirling_rake","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_symposium_whirling_rake","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_symposium_whirling_rake","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_symposium_whirling_rake","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_torque","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_torque","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_torque","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_torque","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surging_ducking_paradox_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"surging_ducking_torque","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"surging_ducking_torque","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surging_ducking_torque","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surging_ducking_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"surging_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"surging_legover","legover-topology","base_trick=legover","high","topology heuristic"
"surging_legover","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surging_legover","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surging_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"surging_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"surging_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surging_mirage","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surging_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"surging_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"surging_osis","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surging_osis","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surging_osis","uptime-dex-downtime-osis","spinning/stepping + osis archetype","high","execution-pattern rule"
"surging_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"surging_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surging_whirl","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surging_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"surreal","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"surreal","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"surreal","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"surreal","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"surreal","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"swirl_dragon","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"swirl_dragon","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"swirling_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"swirling_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"swirling_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"swirling_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"swirling_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"swirling_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"swirling_paradox_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"swirling_paradox_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"swirling_paradox_symposium_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"swirling_paradox_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"swirling_reverse_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"swirling_reverse_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"swirling_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"swirling_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"swirling_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"swirling_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"swirlwind","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"swirlwind","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"swirlwind","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"swirlwind","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"swirlwind","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"swirlwind","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"swirlwind","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"symposium_atomic_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"symposium_atomic_butterfly","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_atomic_butterfly","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_blizzard","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_blizzard","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_blur","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_blur","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_blur","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"symposium_bubba","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_bubba","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"symposium_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"symposium_butterfly","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_butterfly","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"symposium_eggbeater","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_eggbeater","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"symposium_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"symposium_miraging_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"symposium_miraging_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"symposium_miraging_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_miraging_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_miraging_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"symposium_mobius","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_mobius","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_paradon","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_paradon","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_pixie","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_pixie","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_reverse_swirling_pickup","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_reverse_swirling_pickup","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_reverse_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_reverse_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_reverse_whirling_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"symposium_reverse_whirling_swirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_reverse_whirling_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"symposium_reverse_whirling_swirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_reverse_whirling_swirl","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"symposium_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"symposium_swirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"symposium_swirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_torque","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_torque","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"symposium_twirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_twirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"symposium_whirling_flapper","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_whirling_flapper","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_whirling_flapper","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"symposium_whirling_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_whirling_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"symposium_whirling_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"symposium_whirling_swirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"symposium_whirling_swirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"tap","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"tap","mirage-topology","base_trick=mirage","high","topology heuristic"
"tap","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapdown","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"tapdown","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"tapdown","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapdown","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"tapping_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"tapping_clipper","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_diving_mirage","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"tapping_diving_mirage","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_diving_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"tapping_double_leg_over","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_double_over_down","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"tapping_drifter","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_eggbeater","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_guay","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"tapping_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"tapping_illusion","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_leg_over","leggy-pass","base_trick=legover","high","base_trick mapping"
"tapping_leg_over","legover-topology","base_trick=legover","high","topology heuristic"
"tapping_leg_over","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"tapping_legover","legover-topology","base_trick=legover","high","topology heuristic"
"tapping_legover","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"tapping_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"tapping_mirage","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"tapping_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"tapping_osis","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"tapping_pickup","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"tapping_reverse_guay","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"tapping_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"tapping_symposium_whirl","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_torque","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"tapping_twirl","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"tapping_whirl","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"tapping_whirling_swirl","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"tapping_whirling_swirl","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"terraging_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"terraging_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"terraging_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"terraging_legover","legover-topology","base_trick=legover","high","topology heuristic"
"terraging_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"terraging_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"terraging_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"terraging_opposite_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"terraging_same_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"toe_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"toe_clipper","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"toe_double_drifter","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"toe_flurry","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"toe_gyro_mirage","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"toe_gyro_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"toe_gyro_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"toe_gyro_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"toe_spinning_torque","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"toe_spinning_torque","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"toe_spinning_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"toe_stall","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"toe_stall","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"toe_symposium_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"toe_symposium_swirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"toe_symposium_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"toe_symposium_swirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"toe_symposium_swirl","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
