"trick_slug","symbolic_group_id","membership_reason","confidence","source"
"aeon_flux","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"archnemesis","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"armageddon","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"armageddon","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"armageddon","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"around_the_world","atw-leg-circle-topology","base_trick=around_the_world","high","topology heuristic"
"around_the_world","leggy-circle","base_trick=around_the_world","high","base_trick mapping"
"around_the_world_heel","atw-leg-circle-topology","base_trick=around_the_world","high","topology heuristic"
"around_the_world_heel","leggy-circle","base_trick=around_the_world","high","base_trick mapping"
"around_the_world_kick","atw-leg-circle-topology","base_trick=around_the_world","high","topology heuristic"
"around_the_world_kick","leggy-circle","base_trick=around_the_world","high","base_trick mapping"
"around_the_world_kick","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"assassin","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"assassin","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"assassin","mirage-topology","base_trick=mirage","high","topology heuristic"
"assassin","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"atom_smasher","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"atom_smasher","mirage-topology","base_trick=mirage","high","topology heuristic"
"atomic_barrage","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_barrage","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"atomic_blender","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"atomic_butterfly","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"atomic_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"atomic_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"atomic_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"atomic_drifter","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"atomic_ducking_blender","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_ducking_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"atomic_ducking_blender","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"atomic_ducking_mirage","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_ducking_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"atomic_ducking_torque","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_ducking_torque","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"atomic_ducking_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"atomic_eclipse","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_eclipse","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"atomic_eggbeater","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_flail","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_guay","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_illusion","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"atomic_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"atomic_inspinning_butterfly","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_inspinning_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"atomic_miraging_butterfly","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_miraging_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"atomic_miraging_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"atomic_miraging_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"atomic_reverse_guay","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_reverse_swirl","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_swirl","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"atomic_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"atomic_symposium_butterfly","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_symposium_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"atomic_symposium_butterfly","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"atomic_symposium_butterfly","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"atomic_symposium_eggbeater","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_symposium_eggbeater","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"atomic_symposium_eggbeater","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"atomic_symposium_mirage","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"atomic_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"atomic_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"atomic_symposium_paradon","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_symposium_paradon","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"atomic_symposium_paradon","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"atomic_symposium_whirl","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_torque","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"atomic_whirl","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"atomic_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"atomic_zulu_mirage","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"atomic_zulu_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"atomic_zulu_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"atomic_zulu_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"avalanche","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"backside_symposium_smear","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"backside_symposium_smear","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"backside_symposium_smear","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"barfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"barfly","double-dex-clipper-ending","barfly is double-dex+clip exemplar","high","execution-pattern rule"
"barfly","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barfly_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"barfly_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"barfry","double-dex-clipper-ending","barfry is double-dex+clip exemplar","high","execution-pattern rule"
"barfry","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barfry","nuclear-family","modifier_link=nuclear","high","freestyle_trick_modifier_links"
"barrage","double-dex-clipper-ending","barrage is double-dex+clip exemplar","high","execution-pattern rule"
"barrage","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_barfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"barraging_barfly","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_barfly","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_barfly_swirl","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_barfly_swirl","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"barraging_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"barraging_butterfly","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_butterfly","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"barraging_butterfly_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"barraging_butterfly_swirl","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_butterfly_swirl","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_double_leg_over","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_double_leg_over","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_drifter","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"barraging_drifter","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_eggbeater","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_eggbeater","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_illusion","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_illusion","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"barraging_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"barraging_legover","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_legover","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"barraging_legover","legover-topology","base_trick=legover","high","topology heuristic"
"barraging_mirage","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_mirage","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"barraging_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"barraging_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"barraging_osis","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_osis","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"barraging_pickup","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_pickup","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"barraging_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"barraging_symposium_eggbeater","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_symposium_eggbeater","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_symposium_eggbeater","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"barraging_symposium_eggbeater","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"barraging_symposium_legover","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"barraging_symposium_legover","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"barraging_symposium_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"barraging_symposium_legover","legover-topology","base_trick=legover","high","topology heuristic"
"barraging_symposium_legover","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"barraging_symposium_legover","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"big_apple","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"big_apple","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"big_apple","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"big_apple","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"big_apple_sauce","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"big_apple_sauce","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"big_apple_sauce","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"big_apple_sauce","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"big_apple_sauce","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"big_papa_smurf","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"bigwalk","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"bigwalk","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"bigwalk","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"bigwalk","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"bigwalk","uptime-dex-downtime-butterfly","spinning/stepping + butterfly archetype","high","execution-pattern rule"
"bigwalk","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"blackula","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"blackula","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"blaze","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"blaze","mirage-topology","base_trick=mirage","high","topology heuristic"
"blazing_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"blazing_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"blazing_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"blazing_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"blazing_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"blazing_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"blazing_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"blazing_legover","legover-topology","base_trick=legover","high","topology heuristic"
"blazing_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"blazing_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"blazing_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blazing_paradox_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"blazing_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"blazing_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"blazing_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blazing_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"blender","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"blender_same_side","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"bling_blang","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"bling_blang","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"bling_blang","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"blister","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"blister","mirage-topology","base_trick=mirage","high","topology heuristic"
"blistering_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"blistering_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"blizzard","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"blizzard","illusion-topology","base_trick=illusion","high","topology heuristic"
"blur","blurry-family","modifier_link=blurry","high","freestyle_trick_modifier_links"
"blur","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"blur","mirage-topology","base_trick=mirage","high","topology heuristic"
"blur","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurrage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurrier","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"blurrier","mirage-topology","base_trick=mirage","high","topology heuristic"
"blurrier","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurriest","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"blurriest","blurry-family","modifier_link=blurry","high","freestyle_trick_modifier_links"
"blurriest","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurry_drifter","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurry_symposium_whirl","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurry_torque","blurry-family","modifier_link=blurry","high","freestyle_trick_modifier_links"
"blurry_torque","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurry_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"blurry_whirl","blurry-family","modifier_link=blurry","high","freestyle_trick_modifier_links"
"blurry_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"blurry_whirl","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"blurry_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"blurry_whirling_swirl","blurry-family","modifier_link=blurry","high","freestyle_trick_modifier_links"
"blurry_whirling_swirl","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"bubba","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"bubba","illusion-topology","base_trick=illusion","high","topology heuristic"
"bullwhip","stated-ADD-without-stated-structure","CANONICALIZATION_POLICY §3.2","high","execution-pattern rule"
"butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"butterfly_dragon","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"butterfly_dragon","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly_dragon","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"butterfly_flapper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly_gyro_toe","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"butterfly_gyro_toe","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly_gyro_toe","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"butterfly_gyro_toe","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"butterfly_gyro_toe","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"butterfly_kick","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"butterfly_kick","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly_kick","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"butterfly_reverse_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly_same_side","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"butterfly_same_side","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly_same_side","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"butterfly_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"butterfly_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"butterfly_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"cheese_processor","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"cheese_processor","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"cheese_processor","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"cheese_processor","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"clipper_diving_whirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper_diving_whirl","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"clipper_diving_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"clipper_diving_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"clipper_ducking_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"clipper_ducking_blender","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper_ducking_blender","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"clipper_ducking_drifter","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper_ducking_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"clipper_ducking_drifter","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"clipper_ducking_symposium_whirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper_ducking_symposium_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"clipper_ducking_symposium_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"clipper_ducking_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"clipper_ducking_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"clipper_ducking_symposium_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"clipper_ducking_whirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper_ducking_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"clipper_ducking_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"clipper_ducking_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"clipper_stall","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper_symposium_whirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"clipper_symposium_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"clipper_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"clipper_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"clipper_symposium_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"cloud_kick","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"cold_fusion","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"dada_curve_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"dada_curve_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"darkwalk","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"darkwalk","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"darkwalk","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"dimmiest","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"dimwalk","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"dimwalk","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"dimwalk","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"dimwalk","uptime-dex-downtime-butterfly","pixie + butterfly archetype","high","execution-pattern rule"
"dimwalk","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"diving_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"diving_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"diving_butterfly","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"diving_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"diving_clipper","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_drifter","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"diving_eclipse","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"diving_eclipse","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_guay","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_illusion","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"diving_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"diving_legover","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"diving_legover","legover-topology","base_trick=legover","high","topology heuristic"
"diving_mirage","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"diving_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"diving_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"diving_osis","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"diving_pickup","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"diving_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"diving_reverse_guay","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_reverse_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"diving_reverse_swirl","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_reverse_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"diving_smudge","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"diving_swirl","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"diving_symposium_mirage","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"diving_symposium_whirl","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"diving_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"diving_toe_stall","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_toe_stall","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
