"source","source_file","move_name","alternate_names","technical_name","source_adds","symbolic_notation_raw","start_contact","uptime_dex_1","uptime_dex_2","uptime_state_flags","midtime_body_actions","downtime_dexes","final_contact","surface_flags","positional_flags","component_flags","parsed_symbol_sequence","derived_adds","source_vs_derived_delta","derived_symbolic_family","derived_topology_family","unresolved_tokens","parse_confidence","review_status","notes"
"footbagmoves","footbagmoves-sample.txt","Your Mom","","Atomic os Symposium Double Over Down","7","Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op out","op out [XDEX,BOD]","no plant while","","same out","clip","","XBD","DEX|DEX|XDEX|BOD|DEX|XBD|DEL","toe › op out(DEX) ⟫ [no plant while] op out(DEX,XDEX,BOD) › same out(DEX) › op clip(XBD,DEL)","7","0","toe-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Surging Ducking Paradox Torque","","","8","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-sample.txt","Your Sister","","Flailing ss Symposium Double Over Down","8","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same Out (DEX)(XDEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op out [BOD]","same out [XDEX,BOD]","no plant while","","same out","clip","","XBD","DEX|BOD|DEX|XDEX|BOD|DEX|XBD|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] same out(DEX,XDEX,BOD) › same out(DEX) › op clip(XBD,DEL)","8","0","toe-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Big Apple Sauce","Chilly Pilly Sauce","Spinning Paradox Miraging Symposium Torque","9","Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > (no plant while) Op In (DEX)(XDEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|PDX|DEX|XDEX|BOD|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ op in(DEX,PDX) › [no plant while] op in(DEX,XDEX,BOD) › [back] spin(BOD) › op clip(XBD,DEL)","9","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Carousel","","Surging Ducking Paradox Symposium Whirling Rake","9","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"passback","passback_review_queue.csv","Alpine Blurry Whirl","","Stepping Whirl (op) (ducking)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:David Clavens/5/11/2012"
"passback","passback_review_queue.csv","Alpine Magellan","","Pixie Legover (ss) (diving)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/5/15/2018"
"passback","passback_review_queue.csv","Alpine PLO","","Pixie Legover (op) (ducking)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Krzysztof Sobotka/7/6/2011"
"passback","passback_review_queue.csv","Alpine Paste","","Pixie Pickup (op) (ducking)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/4/13/2022"
"passback","passback_review_queue.csv","Alpine Paste","","Pixie Pickup (op) (ducking)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/2/23/2025"
"passback","passback_review_queue.csv","Alpine Pigbeater","","Pixie Eggbeager (ducking) (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/3/1/2020"
"passback","passback_review_queue.csv","Alpine Smog","","Pixie DLO (op) (ducking)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/6/27/2018"
"passback","passback_review_queue.csv","Alpine Smudge","","Pixie Illusion (ducking) (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/2/27/2025"
"passback","passback_review_queue.csv","Assassin","","Pixie Mirage (op) (ducking)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Tuukka Antikainen/12/1/2011"
"passback","passback_review_queue.csv","Assassin (ss)","","Pixie Mirage (ss) (diving)","8","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/10/31/2021"
"passback","passback_review_queue.csv","Atomic Pickup","","Atomic Pickup (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/2/27/2925"
"passback","passback_review_queue.csv","BS Magellan","","Pixie Legover (ss) (symp)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jim Penske/2/4/2019"
"passback","passback_review_queue.csv","BS Paste","","Pixie Pickup (op) (symp)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/8/28/2014"
"passback","passback_review_queue.csv","Bladerunner","","Atomic Eggbeater (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jindra Smola/2/28/2016"
"passback","passback_review_queue.csv","Blazing Butterfly","","Whirling Butterfly (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jim Penske/1/14/2008"
"passback","passback_review_queue.csv","Blink","","Swirling Toe (op) (rev)","2","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Nick Polini/5/9/2015"
"passback","passback_review_queue.csv","Blurry Drifter","","Stepping Drifter (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Nathan Pipenberg/1/26/2014"
"passback","passback_review_queue.csv","Butterfly Swirl","","Butterfly Swirl (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Mosciszewski/10/7/2018"
"passback","passback_review_queue.csv","DDD","","Double down (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Norek/3/17/2010"
"passback","passback_review_queue.csv","DSO","","Legover (double) (op)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/3/1/2021"
"passback","passback_review_queue.csv","DSO","","Legover (double) (op)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Anssi Sundberg/1/5/2008"
"passback","passback_review_queue.csv","Diving Clipper","","Diving Clipper (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Norek/3/17/2010"
"passback","passback_review_queue.csv","Diving Mirage","","Mirage (diving) (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/8/15/2014"
"passback","passback_review_queue.csv","Diving Osis","","Osis (diving) (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Ben Skaggs/1/27/2013"
"passback","passback_review_queue.csv","Diving Smudge","","Pixie Illusion (diving) (ss)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/2/27/2925"
"passback","passback_review_queue.csv","Double Dyno","","Blender (ss) (rev) (double)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Pawel Nowak/1/28/2017"
"passback","passback_review_queue.csv","Double Fairy","","Illusion (ss) (double)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Anssi Sundberg/6/1/2010"
"passback","passback_review_queue.csv","Double Orbit","","ATW (out) (double)","2","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/9/22/2024"
"passback","passback_review_queue.csv","Double Spinning Butterfly","","Double Spinning Butterfly (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/8/17/2014"
"passback","passback_review_queue.csv","Double Spinning Clipper","","Double Spinning Clipper (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/7/28/2014"
"passback","passback_review_queue.csv","Double Spinning Clipper","","Double Spinning Clipper (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/8/17/2014"
"passback","passback_review_queue.csv","Double Spinning Osis","","Double Spinning Osis (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Nick Polini/7/6/2014"
"passback","passback_review_queue.csv","Double Whip","","Whirl (rev) (ss) (double)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Pawel Nowak/6/10/2018"
"passback","passback_review_queue.csv","Ducking Pdx Torque","","Torque (ducking) (op)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/8/18/2014"
"passback","passback_review_queue.csv","Enterrage","","Terraging Legover (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Anssi Sundberg/7/5/1905"
"passback","passback_review_queue.csv","Fairy DLO (ss)","","Fairy DLO (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Evan Gatesman/1/27/2013"
"passback","passback_review_queue.csv","Fairy Legover (ss)","","Fairy Legover (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/5/1/2018"
"passback","passback_review_queue.csv","Fairy Pickup (ss)","","Fairy Pickup (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/6/17/2018"
"passback","passback_review_queue.csv","Fracture","","Sailing DLO (ss)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/10/31/2018"
"passback","passback_review_queue.csv","Frantic Legover","","Pixie Quantum Legover (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Mosciszewski/8/13/2020"
"passback","passback_review_queue.csv","Genesis","","Barraging Whirl (op)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Anssi Sundberg/12/13/2012"
"passback","passback_review_queue.csv","Grifter","","Grifter (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Anssi Sundberg/1/16/2008"
"passback","passback_review_queue.csv","Grifter","","Grifter (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Anssi Sundberg/6/1/2010"
"passback","passback_review_queue.csv","Gyro Symp Swirl","","Spinning Swirl (ss) (symp)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Evan Gatesman/1/27/2013"
"passback","passback_review_queue.csv","Gyro Toe","","Gyro Toe (op)","2","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Mosciszewski/8/23/2020"
"passback","passback_review_queue.csv","Gyro Whirling Swirl","","Spinning Whirling Swirl (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Evan Gatesman/2/3/2016"
"passback","passback_review_queue.csv","Hatchet","","Diving Whirl (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Ken Somolinos/12/22/2012"
"passback","passback_review_queue.csv","Infinity","","Butterfly (op)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Ken Somolinos/6/17/2009"
"passback","passback_review_queue.csv","Infinity Swirl","","Butterfly Swirl (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Evan Gatesman/11/22/2014"
"passback","passback_review_queue.csv","Inspinning Clipper","","Inspinning Clipper (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Nate Linscott/10/28/2006"
"passback","passback_review_queue.csv","Inspinning Osis","","Inspinning Osis (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/8/18/2014"
"passback","passback_review_queue.csv","Janiwalker","","Barraging Butterfly (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:David Clavens/7/29/2006"
"passback","passback_review_queue.csv","Janiwalker","","Barraging Butterfly (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jim Penske/5/18/2015"
"passback","passback_review_queue.csv","Locomotion","","Stepping Motion (far)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Pawel Nowak/6/10/2018"
"passback","passback_review_queue.csv","Locomotion","","Stepping Motion (far)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jim Penske/9/29/2017"
"passback","passback_review_queue.csv","Matador","","Nuclear Butterfly (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Mateusz Janicki/4/21/2010"
"passback","passback_review_queue.csv","Merlin","","Miraging Symp Mirage (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Mosciszewski/10/3/2018"
"passback","passback_review_queue.csv","Montage","","Spinning Whirl (op) (symp) (ducking)","7","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:David Clavens/5/25/2008"
"passback","passback_review_queue.csv","Motion","","Motion (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jim Penske/3/7/2025"
"passback","passback_review_queue.csv","Motion","","Motion (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Honza Weber/7/11/2004"
"passback","passback_review_queue.csv","Motion","","Motion (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jim Penske/3/12/2023"
"passback","passback_review_queue.csv","Mullet","","Whirl (op) (ducking) (symp)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Norek/3/17/2010"
"passback","passback_review_queue.csv","Mullet","","Whirl (op) (ducking) (symp)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Ken Somolinos/2/26/2012"
"passback","passback_review_queue.csv","PLO","","Pixie Legover (op)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/5/1/2018"
"passback","passback_review_queue.csv","Paste","","Pixie Pickup (op)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Derek Littlefield/2/23/2025"
"passback","passback_review_queue.csv","Paste","","Pixie Pickup (op)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Mosciszewski/3/5/2025"
"passback","passback_review_queue.csv","Paste (ss)","","Pixie Pickup (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Krzysztof Sobotka/3/14/2010"
"passback","passback_review_queue.csv","Pigbeater","","Pixie Eggbeater","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/6/17/2018"
"passback","passback_review_queue.csv","Pigbeater (ss)","","Pixie Eggbeater (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Mosciszewski/12/19/2024"
"passback","passback_review_queue.csv","Pixie DSO","","Pixie DSO (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Mosciszewski/11/28/2017"
"passback","passback_review_queue.csv","Pixie DSO (ss)","","Pixie DSO (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jakub Worek/7/1/2020"
"passback","passback_review_queue.csv","Pixie Double Pickup (ss)","","Pixie Double Pickup (ss)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jindra Smola/3/2/2016"
"passback","passback_review_queue.csv","Ripped Warrior","","Stepping Butterfly (ducking) (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:David Clavens/7/1/2010"
"passback","passback_review_queue.csv","Scorpion's Tail","","Spinning Double Down (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Jim Penske/11/15/2006"
"passback","passback_review_queue.csv","Solestice","","Osis Flapper","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Nick Polini/6/28/2015"
"passback","passback_review_queue.csv","Spanishfly","","Ducking Double Down (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Anssi Sundberg/12/10/2011"
"passback","passback_review_queue.csv","Spender","","Spinning Blender (op)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:David Clavens/12/31/2007"
"passback","passback_review_queue.csv","Spender","","Spinning Blender (op)","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Nick Landes/4/16/2015"
"passback","passback_review_queue.csv","Spinning Ducking Butterfly","","Spinning Butterfly (op) (ducking)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:SkyLon Smith/8/28/2014"
"passback","passback_review_queue.csv","Spinning Ducking Osis","","Spinning Osis (ducking) (op)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Brian Sherrill/7/20/2014"
"passback","passback_review_queue.csv","Spinning Symp Swirl","","Spinning Swirl (op) (symp)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Aleksi Airinen/2/1/2013"
"passback","passback_review_queue.csv","Stepping Clipper","","Stepping Clipper (ss)","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Josh Munstermann/6/8/2009"
"passback","passback_review_queue.csv","Stepping Ducking Osis","","Stepping Osis (op) (ducking)","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Maruisz Wilk/3/14/2010"
"passback","passback_review_queue.csv","Swifter","","Stepping Swirl (op)","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","passback:Evan Gatesman/1/27/2013"
