"canonical_slug","display_name","source","source_file","source_adds","derived_adds","add_formula","symbolic_notation_raw","parsed_symbol_sequence","derived_symbolic_family","derived_topology_family","doctrine_status","first_class","curator_review_needed","publication_status","unresolved_questions","provenance_notes","parser_notes","review_status"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same Out (DEX) >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe › same out(DEX) ⟫ [back] spin(BOD) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","toe-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe › same out(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","toe-duck-whirl","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX)(XDEX)(PDX) > Op Toe (DEL)","clip › op in(DEX) › same in(DEX) ⟫ op out(DEX,XDEX,PDX) › op toe(DEL)","clip-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same Out (DEX) >> Duck (BOD) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe › same out(DEX) ⟫ duck(BOD) ⟫ op in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","toe-duck-clip","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op Out (DEX) >> (no plant while) Op Front Whirl (DEX)(XDEX)(BOD) > Op Clip (XBD)(DEL)","toe › op out(DEX) ⟫ [no plant while] op front whirl(DEX,XDEX,BOD) › op clip(XBD,DEL)","toe-front-whirl-clip","whirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL)","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX,PDX) › op out(DEX) › same toe(DEL)","clip-duck-toe","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Toe (DEL)","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op out(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","toe-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","toe-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same In (DEX) > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe › same in(DEX) › op out(DEX) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","toe-front-whirl-clip","whirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same In (DEX) >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ op out(DEX) › same out(DEX) › op clip(XBD,DEL)","toe-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op Out (DEX) >> Same Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe › op out(DEX) ⟫ same out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","toe-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › same out(DEX) › op clip(XBD,DEL)","clip-duck-clip","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip › op in(DEX) ⟫ op out(DEX) › same out(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) > Duck (BOD) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ op front whirl(DEX,PDX) › op clip(XBD,DEL)","clip-spin-whirl","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD)(PDX) > Op Toe (DEL)","clip ⟫ op out(DEX) ⟫ [no plant while] op out(DEX,XDEX,BOD,PDX) › op toe(DEL)","clip-xdex-toe","xdex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> Duck (BOD) >> Same Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip ⟫ duck(BOD) ⟫ same front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","clip-duck-whirl","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) ⟫ same in(DEX) › op back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","clip-spin-whirl","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> Op In (DEX) > (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip ⟫ op in(DEX) › [no plant while] op out(DEX,BOD) › same out(DEX) › op clip(XBD,DEL)","clip-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) > Duck (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ op in(DEX,PDX) › same clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) ⟫ op out(DEX) › same out(DEX) ⟫ [back] spin(BOD) › same clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> Duck (BOD) >> (no plant while) Same Front Whirl (DEX)(PDX)(BOD) > Op Clip (XBD)(DEL)","clip ⟫ duck(BOD) ⟫ [no plant while] same front whirl(DEX,PDX,BOD) › op clip(XBD,DEL)","clip-duck-whirl","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Toe (DEL)","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op out(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe >> Same Out (DEX) > Same Out (DEX)(XDEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe ⟫ same out(DEX) › same out(DEX,XDEX) ⟫ same out(DEX) › op clip(XBD,DEL)","toe-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe › same out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","toe-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op In (DEX) >> Op In (DEX)(XDEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe › op in(DEX) ⟫ op in(DEX,XDEX) › [front] spin(BOD) › op clip(XBD,DEL)","toe-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe › [rooted] same in(DEX,BOD) › op out(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","toe-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","3","","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX)","toe › [rooted] same in(DEX,BOD) › op out(DEX)","toe-walk-?","butterfly-walk-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Same Toe (DEL)","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › same toe(DEL)","toe-duck-toe","duck-family","","","","","","","","ok"
"sandm-smasher","S&M Smasher","footbagmoves","footbagmoves-5-6adds.txt","6","6","atomic(+1) + barrage(3) --> 4 ADDs","Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Same In (DEX)(XDEX) > Op Toe (DEL)","toe › op out(DEX) ⟫ op in(DEX,XDEX) › same in(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","hedged","false","true","observational","Cross-source ADD divergence: FB.org=4, FM=6.","FM source has S&M Smasher at 6 ADD; FB.org at 4. Reading divergence (likely IFPA 5 via pt1 X-Dex). | FB.org 4-ADD confirms 'S&M Smasher' (source_adds=4; jobs='TOE > OP OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [dex] [del]'); ingested 2026-05-21.","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same In (DEX) >> (back) Spin (BOD) >> Same Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL)","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ same front whirl(DEX,PDX) › op clip(XBD,DEL)","toe-spin-whirl","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Op Clip (XBD)(DEL)","toe › op out(DEX) ⟫ op in(DEX,XDEX) › op out(DEX) › op clip(XBD,DEL)","toe-walk-clip","butterfly-walk-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) ⟫ op front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","clip-spin-whirl","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Same Out (DEX)(PDX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL)","clip › same out(DEX,PDX) ⟫ duck(BOD) ⟫ op in(DEX,XDEX) › op toe(DEL)","clip-duck-toe","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Op Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) ⟫ [no plant while] op out(DEX,BOD) › op out(DEX) › op clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"surgery","Surgery","footbagmoves","footbagmoves-5-6adds.txt","6","6","surging(+2) + symposium(+1) + reverse-whirl(3) --> 6 ADDs","Clip > (back) Spin (BOD) > Same In (DEX) >> (no plant while) Op Back Whirl (DEX)(BOD) > Op Clip (XBD)(DEL)","clip › [back] spin(BOD) › same in(DEX) ⟫ [no plant while] op back whirl(DEX,BOD) › op clip(XBD,DEL)","clip-spin-whirl","spin-family","hedged","false","true","observational","Surgery is an UNRESOLVED_COMPOUNDS member (curator-authored allow-list).","FB.org 6-ADD confirms 'Surgery' (source_adds=6; jobs='CLIP > (back) SPIN [BOD] > SAME IN [DEX] > (no plant while) OP OUT [SYM] [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","","ok"
"surreal","Surreal","footbagmoves","footbagmoves-5-6adds.txt","6","6","surging(+2) + paradox(+1) + whirl(3) --> 6 ADDs","Clip > (back) Spin (BOD) > Same In (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL)","clip › [back] spin(BOD) › same in(DEX) ⟫ op front whirl(DEX,PDX) › op clip(XBD,DEL)","clip-spin-whirl","spin-family","hedged","false","true","observational","Surreal is an UNRESOLVED_COMPOUNDS member (curator-authored allow-list).","FB.org 6-ADD confirms 'Surreal' (source_adds=6; jobs='CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","clip › same out(DEX,PDX) ⟫ op in(DEX,XDEX) › op out(DEX) › same toe(DEL)","clip-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) >> (front) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","clip › op in(DEX) ⟫ [front] spin(BOD) ⟫ same in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op In (DEX) >> Op Front Whirl (DEX)(XDEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe › op in(DEX) ⟫ op front whirl(DEX,XDEX) › [back] spin(BOD) › same clip(XBD,DEL)","toe-spin-whirl","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe >> Op Out (DEX) > Same Out (DEX)(XDEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe ⟫ op out(DEX) › same out(DEX,XDEX) ⟫ same out(DEX) › op clip(XBD,DEL)","toe-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"triage","Triage","footbagmoves","footbagmoves-5-6adds.txt","6","6","dex(1) + dex(1) + dex(1) + stall(1) --> 4 ADDs","Toe >> Op In (DEX) > Same In (DEX)(XDEX) >> Same In (DEX)(XDEX) > Op Toe (DEL)","toe ⟫ op in(DEX) › same in(DEX,XDEX) ⟫ same in(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","hedged","false","true","observational","Cross-source ADD divergence: FB.org=4, FM=6.","FM source has Triage at 6 ADD; FB.org at 4. Reading divergence. | FB.org 4-ADD confirms 'Triage' (source_adds=4; jobs='SET > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [dex] [del]'); ingested 2026-05-21.","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> Same Out (DEX) >> Same Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip ⟫ same out(DEX) ⟫ same out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","clip-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","toe › op out(DEX) ⟫ duck(BOD) ⟫ op in(DEX,XDEX) › op out(DEX) › same toe(DEL)","toe-duck-toe","duck-family","","","","","","","","ok"
"voodoo","Voodoo","footbagmoves","footbagmoves-5-6adds.txt","6","6","paradox(+1) + symposium(+1) + blur(3?) --> 5 ADDs","Clip >> Same In (DEX)(PDX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","clip ⟫ same in(DEX,PDX) › [no plant while] op in(DEX,XDEX,BOD) › op toe(DEL)","clip-xdex-toe","xdex-family","hedged","false","true","observational","Cross-source ADD divergence: FB.org=5, FM=6.","FM source has Voodoo at 6 ADD; FB.org at 5. | FB.org 5-ADD confirms 'Voodoo' (source_adds=5; jobs='CLIP > SAME IN [DEX] [BOD] > (NO PLANT WHILE) OP IN [BOD] [DEX] > OP TOE [DEL]'); ingested 2026-05-21.","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) >> (no plant while) Op Front Whirl (DEX)(BOD)(PDX) > Op Clip (XBD)(DEL)","clip › op in(DEX) ⟫ [no plant while] op front whirl(DEX,BOD,PDX) › op clip(XBD,DEL)","clip-front-whirl-clip","whirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same In (DEX) > (no plant while) Op In (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe › same in(DEX) › [no plant while] op in(DEX,BOD) ⟫ op out(DEX) › op clip(XBD,DEL)","toe-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Same In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe › same in(DEX) › same out(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","toe-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Clip > Same Out (DEX)(PDX) >> (front) Spin (BOD) > Op Clip (XBD)(DEL)","clip › same out(DEX,PDX) ⟫ [front] spin(BOD) › op clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Out (DEX) > Op Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) ⟫ same in(DEX) › op out(DEX) › op clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Clip > Op In (DEX) >> Dive (BOD) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL)","clip › op in(DEX) ⟫ dive(BOD) ⟫ same in(DEX) › op out(DEX) › same toe(DEL)","clip-dive-toe","dive-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-5adds.txt","5","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe ⟫ [no plant while] op out(DEX,BOD) › same out(DEX) › op clip(XBD,DEL)","toe-to-clip","uncategorized","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","toe › op out(DEX) ⟫ op out(DEX,XDEX) › op out(DEX) › same toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"blurrier","Blurrier","footbagmoves","footbagmoves-5adds.txt","5","5","stepping(+1) + down-double-down(4) --> 5 ADDs","Clip > Op In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip › op in(DEX) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","clip-multi-dex-clip","multi-dex-family","hedged","false","false","observational","","FB.org 5-ADD confirms 'Blurrier' (source_adds=5; jobs='CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","Structural reading: Stepping Down Double Down (stepping-only; no paradox); not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","ok"
"blurriest","Blurriest","footbagmoves","footbagmoves-5adds.txt","5","5","stepping(+1) + barfly(4) --> 5 ADDs","Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip › op in(DEX) ⟫ op out(DEX) › same out(DEX) › op clip(XBD,DEL)","clip-multi-dex-clip","multi-dex-family","hedged","false","false","observational","","FB.org 5-ADD confirms 'Blurriest' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","Structural reading: stepping opposite-side barfly (stepping-only; no paradox); not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","ok"
"blurry-drifter","Blurry Drifter","footbagmoves","footbagmoves-5adds.txt","5","","stepping(+1) + paradox(+1) + drifter(3) --> 5 ADDs","","","no-notation","no-notation","hedged","false","false","observational","","FB.org 5-ADD confirms 'Blurry Drifter' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL]'); ingested 2026-05-21.","Structural reading: Stepping Paradox Drifter; not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. PassBack records this move with move_name 'Blurry Drifter' but technical_name 'Stepping Drifter (op)' — the two-layer split visible inside one source's own columns.","source_has_no_notation"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","toe › op in(DEX) ⟫ op out(DEX,XDEX) › op out(DEX) › same toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"bullwhip","Bullwhip","footbagmoves","footbagmoves-5adds.txt","5","5","spinning(+1) + barfly(4) --> 5 ADDs","Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","clip-spin-clip","spin-family","hedged","false","false","observational","","FB.org 5-ADD confirms 'Bullwhip' (source_adds=5; jobs='CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","pt8 ruled Bullwhip = gyro family = 5. §3.2 stated-ADD-without-stated-structure row.","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op out(DEX) › same toe(DEL)","toe-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Op In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe › op in(DEX) ⟫ [no plant while] op in(DEX,XDEX,BOD) › op toe(DEL)","toe-xdex-toe","xdex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Clip > (no plant while) Op Front Whirl (DEX)(BOD) > Op Back Swirl (DEX) >> Op In (DEX) > Op Toe (DEL)","clip › [no plant while] op front whirl(DEX,BOD) › op back swirl(DEX) ⟫ op in(DEX) › op toe(DEL)","clip-front-whirl-toe","whirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Clip > Op In (DEX) > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL)","clip › op in(DEX) › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op toe(DEL)","clip-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Same Out (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe › same out(DEX) ⟫ dive(BOD) ⟫ same out(DEX) › op clip(XBD,DEL)","toe-dive-clip","dive-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Same In (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe › same in(DEX) ⟫ dive(BOD) ⟫ same out(DEX) › op clip(XBD,DEL)","toe-dive-clip","dive-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Same In (DEX) > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe › same in(DEX) › op out(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","toe-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe ⟫ [no plant while] op out(DEX,BOD) › same out(DEX) › op clip(XBD,DEL)","toe-to-clip","uncategorized","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5adds.txt","5","5","","Toe > Same In (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe › same in(DEX) › op out(DEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
