source_name,alt_name,add_value,showmove_id,source_url,notation,tags_summary,description,family_hint,category_hint
Atomic Eclipse,JUMP,4,123,http://www.footbag.org/newmoves/showmove/123,TOE > OP OUT [DEX] > (JUMP) [BOD] > OP INSIDE [DEL] > OP OUT [DEX] > (LAND),[dex] [bod] [dex] [del],,,compound
Flux,Atomic Osis,4,111,http://www.footbag.org/newmoves/showmove/111,TOE > OP OUT [DEX] > (FRONT) SPIN [BOD] > OP CLIP [XBD] [DEL],[dex] [bod] [xbd] [del],,,compound
Witchdoctor,Atomic Symposium Mirage,4,261,http://www.footbag.org/newmoves/showmove/261,TOE > OP OUT [DEX] > (no plant while) OP IN [DEX] > OP TOE,[dex] [bod] [dex] [del],"This move is a ""backside symposium atom smasher"" - an atom smasher where the second dexterity is symposium.",,compound
Blizzard,Stepping Paradox Illusion,4,81,http://www.footbag.org/newmoves/showmove/81,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP TOE [DEL],[dex] [pdx] [dex] [del],Identical to the Blur delay except the second mirage dexterity is in the other direction Eg. From a right clipper delay- quickly bring the left leg over the bag from in to out. As you put the left leg down hop off the right leg and bring it around the bag from out to in. Now hop off the leg left and catch the bag on a left toe delay.,,compound
Blur,Stepping Paradox Mirage,4,83,http://www.footbag.org/newmoves/showmove/83,CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > OP TOE [DEL],[dex] [pdx] [dex] [del],A mirage into a paradox mirage. Eg. From a right clipper bring the left leg over the footbag to the ground simultaneously bringing the right leg around the footbag from in to out- just before planting the right leg hop off the left leg and catch the footbag on a left toe delay.,mirage,compound
Ducking Butterfly,DUCK,4,85,http://www.footbag.org/newmoves/showmove/85,SET > (DUCK) [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],Eg. Right clipper delay- duck the bag- right dexterity from out to in to a left clipper delay.,butterfly,compound
Ducking Osis,,4,286,http://www.footbag.org/newmoves/showmove/286,SET > DUCK [BOD] > SAME or OP OSIS [BOD] [XBD] [DEL],[bod] [bod] [xbd] [del],Set the footbag just over your head. Duck under the bag. Complete the move with either osis.,osis,dex
Fairy Butterfly,,4,86,http://www.footbag.org/newmoves/showmove/86,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL].,[dex] [dex] [xbd] [del],,butterfly,compound
Flog,Fairy Double Legover,4,229,http://www.footbag.org/newmoves/showmove/229,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],[dex] [dex] [dex] [del],,,compound
Fairy Same Side Whirl,plant,4,230,http://www.footbag.org/newmoves/showmove/230,TOE > SAME OUT [DEX] (plant) > SAME IN [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,whirl,compound
Fairy Merkon,Fairy Spinning Legover,4,203,http://www.footbag.org/newmoves/showmove/203,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > SAME OUT [DEX] > SAME TOE [DEL],[dex] [bod] [dex] [del],,,compound
Fairy Spyro Mirage,back,4,114,http://www.footbag.org/newmoves/showmove/114,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],[dex] [bod] [dex] [del],,mirage,compound
Fairy Symposium Mirage,NO PLANT WHILE,4,117,http://www.footbag.org/newmoves/showmove/117,TOE > SAME OUT [DEX] > (NO PLANT WHILE) OP IN [BOD] [DEX] > OP TOE [DEL],[dex] [bod] [dex] [del],,mirage,compound
Fairy Whirl,,4,142,http://www.footbag.org/newmoves/showmove/142,TOE > SAME OUT [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,whirl,compound
Flurry,,4,110,http://www.footbag.org/newmoves/showmove/110,CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],[dex] [dex] [dex] [del],This is a leg over straight after a barrage. Eg. From a right clipper stall plant the right leg quickly- hop off the left leg and bring it around the footbag from in to out twice. Then hop off the right leg as you bring the left leg down- bringing the right leg over the top of the footbag to land a right toe delay.,legover,compound
Gyro Butterfly,back,4,87,http://www.footbag.org/newmoves/showmove/87,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]or TOE > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],Eg. From a right clipper- let the bag pass behind your back and without putting the right leg down turn to the right and complete a butterfly delay.,butterfly,compound
Vortex,Gyro Drifter,4,104,http://www.footbag.org/newmoves/showmove/104,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME CLIP [XBD] [DEL]or TOE > (back) SPIN [BOD] > OP IN [DEX] > SAME CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],Eg. From a right clipper- let the bag pass behind your back and without putting the right leg down turn to the right and complete a drifter.,,compound
Inspinning Same Side Butterfly,front,4,271,http://www.footbag.org/newmoves/showmove/271,CLIP > (front) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL]orTOE > (front) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],,butterfly,compound
Inspinning Butterfly,front,4,270,http://www.footbag.org/newmoves/showmove/270,CLIP > (front) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]orTOE > (front) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],,butterfly,compound
Inspinning Paradox Illusion,front,4,274,http://www.footbag.org/newmoves/showmove/274,CLIP > (front) SPIN [BOD] > SAME OUT [PDX] [DEX] > OP TOE [DEL]orTOE > (front) SPIN [BOD] > OP OUT [PDX] [DEX] > OP TOE [DEL],[bod] [pdx] [dex] [del],,,compound
Inspinning Paradox Mirage,front,4,272,http://www.footbag.org/newmoves/showmove/272,CLIP > (front) SPIN [BOD] > SAME IN [PDX] [DEX] > OP TOE [DEL]orTOE > (front) SPIN [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL],[bod] [pdx] [dex] [del],,mirage,compound
Smoke,Pixie Drifter,4,102,http://www.footbag.org/newmoves/showmove/102,TOE > SAME IN [DEX] > OP IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,,compound
Smog,Pixie Double Legover,4,153,http://www.footbag.org/newmoves/showmove/153,TOE > SAME IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],[dex] [dex] [dex] [del],Like a smear but with an extra legover at the end.,,compound
Pixie Eclipse,JUMP,4,107,http://www.footbag.org/newmoves/showmove/107,TOE > SAME IN [DEX] (JUMP) [BOD] > SAME INSIDE [DEL] > OP OUT [DEX] > (LAND),[dex] [bod] [dex] [del],,,compound
Dimwalk,Pixie Opposite Side Butterfly,4,88,http://www.footbag.org/newmoves/showmove/88,TOE > SAME IN [DEX] (plant) > OP OUT [DEX] > OP CLIP [XBD] [DEL].,[dex] [dex] [xbd] [del],,butterfly,compound
Parkwalk,Pixie Same Side Butterfly,4,90,http://www.footbag.org/newmoves/showmove/90,TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,butterfly,compound
Pixie Swirl,,4,129,http://www.footbag.org/newmoves/showmove/129,TOE > SAME IN [DEX] > SAME/OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],Eg. Right toe set- circle the footbag with your right leg from in to out- hop to the right and do a right leg swirl- coming from the back- up and over the bag- landing on a right clipper delay.,,compound
Backside Symposium Smear,Pixie Symposium Mirage,4,118,http://www.footbag.org/newmoves/showmove/118,TOE > SAME IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],[dex] [bod] [dex] [del],,mirage,compound
Pixie Whirl,,4,145,http://www.footbag.org/newmoves/showmove/145,TOE > SAME IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,whirl,compound
Pogo Paradox Mirage,no plant while,4,169,http://www.footbag.org/newmoves/showmove/169,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] [BOD] > OP TOE [DEL],[dex] [bod] [dex] [del],Eg. From a right clipper set the footbag around waist height and without putting the right leg down jump over the bag with the left leg. Then bring the right leg around the footbag from in to out then land on the right leg. Finally catch the footbag on a left toe.,mirage,compound
Toe Ripwalk,Quantum Butterfly,4,135,http://www.footbag.org/newmoves/showmove/135,TOE > OP IN [DEX] (plant) > OP OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,butterfly,compound
Quantum Drifter,,4,134,http://www.footbag.org/newmoves/showmove/134,TOE > OP IN [DEX] > OP IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,clipper,compound
Backside Symposium Toe Blizzard,Quantum Symposium Illusion,4,131,http://www.footbag.org/newmoves/showmove/131,TOE > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],[dex] [bod] [dex] [del],,,compound
Backside Symposium Toe Blur,Quantum Symposium Mirage,4,132,http://www.footbag.org/newmoves/showmove/132,TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],[dex] [bod] [dex] [del],,mirage,compound
Quantum Whirl,,4,136,http://www.footbag.org/newmoves/showmove/136,TOE > OP IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,whirl,compound
Spinning Butterfly,back,4,269,http://www.footbag.org/newmoves/showmove/269,CLIP > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL]orTOE > (back) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],,butterfly,compound
Spinning Butterfly Kick,back,4,127,http://www.footbag.org/newmoves/showmove/127,CLIP > (back) SPIN [BOD] > JUMP [BOD] > OP OUT [DEX] > OP CLIP [XBD] or TOE > (back) SPIN [BOD] > JUMP [BOD] > SAME OUT [DEX] > OP CLIP [XBD],[bod] [bod] [dex] [xbd],A spinning butterfly ending with a kick instead of a delay.,butterfly,compound
Spinning Osis,back,4,128,http://www.footbag.org/newmoves/showmove/128,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]or TOE > (back) SPIN [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],[bod] [bod] [xbd] [del],Spin before catching the footbag on an Osis.,osis,dex
Spinning Paradox Illusion,back,4,215,http://www.footbag.org/newmoves/showmove/215,CLIP > (back) SPIN [BOD] > OP OUT [PDX] [DEX] > OP TOE [DEL] or TOE > (back) SPIN [BOD] > SAME OUT [PDX] [DEX] > OP TOE [DEL],[bod] [pdx] [dex] [del],,,compound
Spinning Paradox Mirage,back,4,214,http://www.footbag.org/newmoves/showmove/214,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL] or TOE > (back) SPIN [BOD] > SAME IN [PDX] [DEX] > OP TOE [DEL],[bod] [pdx] [dex] [del],,mirage,compound
Spyro Whirl,back,4,143,http://www.footbag.org/newmoves/showmove/143,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP CLIP [XBD] [DEL]or TOE > (back) SPIN [BOD] > OP IN [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],Same as a paradox whirl except the footbag passes behind the back. Eg. From a right clipper delay- set the bag straight up and turn to the right letting the footbag pass behind your back. Then circle the bag with the right leg from the front up and over the footbag ending on a left foot clipper delay.,whirl,compound
Sidewalk,Stepping Butterfly,4,227,http://www.footbag.org/newmoves/showmove/227,CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,,compound
Haze,Stepping Double Legover,4,257,http://www.footbag.org/newmoves/showmove/257,CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],[dex] [dex] [dex] [del],This move is basically a flurry with a plant after the first dex.,,compound
Tombstone,Stepping Drifter,4,258,http://www.footbag.org/newmoves/showmove/258,CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],This move is a 'high plains drifter' with a plant after the first dex.,,compound
Stepping Ducking Mirage,,4,260,http://www.footbag.org/newmoves/showmove/260,CLIP > OP IN [DEX] > DUCK [BOD] > SAME IN [DEX] > SAME TOE [DEL],[dex] [bod] [dex] [del],A stepping mirage with a duck between the two dexes.,mirage,compound
Stepping Eggbeater,plant,4,259,http://www.footbag.org/newmoves/showmove/259,CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],[dex] [dex] [dex] [del],,legover,compound
Stepping Osis,plant,4,256,http://www.footbag.org/newmoves/showmove/256,CLIP > OP IN [DEX] (plant) > (front) SPIN [BOD] > SAME CLIP [XBD] [DEL],[dex] [bod] [xbd] [del],This move is basically a blender with a plant immediately following the dex.,osis,compound
Da Da Curve,NO PLANT WHILE,4,93,http://www.footbag.org/newmoves/showmove/93,CLIP > OP IN [DEX] > (NO PLANT WHILE) OP OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],A mirage into a butterfly delay. Eg. From a right clipper delay bring the left leg over the footbag by turning your hips to the left. Without putting the left down hop off the right leg and simultaneously bring this leg over the footbag from out to in and catch the footbag in a left clipper delay.,,compound
